Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:29.633373015,"[(153, 1), (198, 1)]",2,2023-02-15 09:55:29.633373015
Cust00002,2023-02-15 08:02:14.115353633,"[(105, 2)]",2,2023-02-15 09:35:14.115353633
Cust00003,2023-02-15 08:02:25.404210439,"[(226, 3)]",3,2023-02-15 09:25:25.404210439
Cust00004,2023-02-15 08:03:33.977713039,"[(53, 1), (106, 4)]",5,2023-02-15 09:48:33.977713039
Cust00005,2023-02-15 08:05:53.230401560,"[(232, 2)]",2,2023-02-15 08:52:53.230401560
Cust00006,2023-02-15 08:06:32.271786977,"[(111, 1)]",1,2023-02-15 10:01:32.271786977
Cust00007,2023-02-15 08:09:07.709934465,"[(23, 1)]",1,2023-02-15 08:59:07.709934465
Cust00008,2023-02-15 08:09:15.719873078,"[(85, 4)]",4,2023-02-15 10:09:15.719873078
Cust00009,2023-02-15 08:11:07.473489403,"[(49, 3), (204, 2)]",5,2023-02-15 09:05:07.473489403
Cust00010,2023-02-15 08:13:03.603219544,"[(106, 1), (120, 3), (77, 1), (39, 4)]",9,2023-02-15 09:33:03.603219544
Cust00011,2023-02-15 08:13:37.971355221,"[(103, 1)]",1,2023-02-15 09:07:37.971355221
Cust00012,2023-02-15 08:14:54.226740039,"[(89, 4), (6, 3), (59, 9)]",16,2023-02-15 09:50:54.226740039
Cust00013,2023-02-15 08:15:14.978915027,"[(330, 3), (328, 2), (62, 1)]",6,2023-02-15 09:03:14.978915027
Cust00014,2023-02-15 08:16:35.890962210,"[(116, 4)]",4,2023-02-15 09:20:35.890962210
Cust00015,2023-02-15 08:16:36.259936506,"[(11, 3), (3, 4), (54, 2)]",9,2023-02-15 10:11:36.259936506
Cust00016,2023-02-15 08:17:15.023242628,"[(126, 3)]",3,2023-02-15 09:28:15.023242628
Cust00017,2023-02-15 08:18:53.288635043,"[(32, 1), (29, 1), (66, 8), (67, 1)]",11,2023-02-15 10:02:53.288635043
Cust00018,2023-02-15 08:22:05.844620292,"[(275, 3)]",3,2023-02-15 09:57:05.844620292
Cust00019,2023-02-15 08:23:24.218388974,"[(59, 1), (223, 1), (100, 3)]",5,2023-02-15 09:19:24.218388974
Cust00020,2023-02-15 08:26:10.440582367,"[(174, 2), (65, 2), (8, 3), (197, 3)]",10,2023-02-15 09:05:10.440582367
Cust00021,2023-02-15 08:27:06.728235778,"[(11, 4), (238, 7)]",11,2023-02-15 09:57:06.728235778
Cust00022,2023-02-15 08:27:38.338310073,"[(71, 1)]",1,2023-02-15 09:14:38.338310073
Cust00023,2023-02-15 08:28:37.947609185,"[(227, 1), (110, 1)]",2,2023-02-15 09:59:37.947609185
Cust00024,2023-02-15 08:29:41.658775364,"[(168, 3), (50, 1), (16, 2), (76, 1)]",7,2023-02-15 09:30:41.658775364
Cust00025,2023-02-15 08:31:24.083202341,"[(14, 1)]",1,2023-02-15 09:11:24.083202341
Cust00026,2023-02-15 08:32:28.050766532,"[(41, 1), (1, 3)]",4,2023-02-15 09:34:28.050766532
Cust00027,2023-02-15 08:33:16.827776899,"[(195, 3)]",3,2023-02-15 09:59:16.827776899
Cust00028,2023-02-15 08:33:35.948803918,"[(120, 1)]",1,2023-02-15 09:11:35.948803918
Cust00029,2023-02-15 08:34:25.282403169,"[(213, 3), (93, 2)]",5,2023-02-15 09:06:25.282403169
Cust00030,2023-02-15 08:34:37.974969975,"[(19, 3)]",3,2023-02-15 09:17:37.974969975
Cust00031,2023-02-15 08:35:58.958327750,"[(244, 1), (197, 2), (1, 2)]",5,2023-02-15 09:51:58.958327750
Cust00032,2023-02-15 08:36:04.832828551,"[(105, 1), (258, 4), (247, 1), (97, 8), (35, 1), (67, 2), (29, 1)]",18,2023-02-15 10:34:04.832828551
Cust00033,2023-02-15 08:36:32.869554338,"[(34, 2), (314, 3)]",5,2023-02-15 09:07:32.869554338
Cust00034,2023-02-15 08:39:42.182833701,"[(57, 1), (342, 1), (196, 3), (105, 4)]",9,2023-02-15 10:31:42.182833701
Cust00035,2023-02-15 08:40:25.791474669,"[(112, 3)]",3,2023-02-15 10:17:25.791474669
Cust00036,2023-02-15 08:40:52.011029349,"[(103, 3), (15, 1), (168, 1), (132, 10)]",15,2023-02-15 09:45:52.011029349
Cust00037,2023-02-15 08:42:19.450446963,"[(28, 1)]",1,2023-02-15 09:18:19.450446963
Cust00038,2023-02-15 08:43:31.565737637,"[(264, 1), (192, 1)]",2,2023-02-15 10:01:31.565737637
Cust00039,2023-02-15 08:44:50.754469457,"[(178, 2), (171, 2)]",4,2023-02-15 10:21:50.754469457
Cust00040,2023-02-15 08:44:55.404515956,"[(76, 1), (287, 1), (205, 3)]",5,2023-02-15 09:53:55.404515956
Cust00041,2023-02-15 08:45:41.466193232,"[(6, 2), (111, 1), (31, 2), (21, 1)]",6,2023-02-15 09:18:41.466193232
Cust00042,2023-02-15 08:46:19.622472901,"[(12, 3)]",3,2023-02-15 09:55:19.622472901
Cust00043,2023-02-15 08:46:23.629801496,"[(94, 2), (189, 2), (112, 10), (39, 2)]",16,2023-02-15 09:35:23.629801496
Cust00044,2023-02-15 08:46:28.353456131,"[(127, 4)]",4,2023-02-15 09:56:28.353456131
Cust00045,2023-02-15 08:48:28.448495659,"[(13, 2)]",2,2023-02-15 10:38:28.448495659
Cust00046,2023-02-15 08:49:44.747483254,"[(214, 2)]",2,2023-02-15 09:30:44.747483254
