Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,01/03/2022 08:00:08,"[(272, 4), (69, 1), (113, 2)]",7,01/03/2022 14:32:59
Cust00002,01/03/2022 08:00:23,"[(33, 1)]",1,02/03/2022 06:29:37
Cust00003,01/03/2022 08:00:53,"[(269, 2)]",2,01/03/2022 11:02:32
Cust00004,01/03/2022 08:01:10,"[(58, 4), (15, 1), (63, 4), (78, 3), (34, 2)]",14,01/03/2022 19:58:51
Cust00005,01/03/2022 08:02:28,"[(105, 2), (157, 3)]",5,01/03/2022 18:00:58
Cust00006,01/03/2022 08:03:00,"[(171, 2)]",2,01/03/2022 13:10:56
Cust00007,01/03/2022 08:03:17,"[(174, 4)]",4,01/03/2022 11:41:45
Cust00008,01/03/2022 08:03:31,"[(37, 1), (102, 2), (76, 4)]",7,01/03/2022 11:36:56
Cust00009,01/03/2022 08:03:40,"[(2, 3), (73, 9), (251, 4), (325, 1)]",17,01/03/2022 12:10:20
Cust00010,01/03/2022 08:03:59,"[(5, 4), (33, 2)]",6,01/03/2022 20:36:25
Cust00011,01/03/2022 08:04:11,"[(108, 1)]",1,01/03/2022 13:00:09
Cust00012,01/03/2022 08:04:16,"[(255, 1), (21, 2), (40, 2), (264, 4)]",9,02/03/2022 00:09:31
Cust00013,01/03/2022 08:04:25,"[(125, 3), (202, 3)]",6,01/03/2022 14:25:17
Cust00014,01/03/2022 08:04:44,"[(167, 4), (35, 3), (146, 2)]",9,01/03/2022 16:31:22
Cust00015,01/03/2022 08:04:48,"[(143, 10), (100, 1), (147, 4), (68, 4)]",19,01/03/2022 21:35:42
Cust00016,01/03/2022 08:04:54,"[(158, 4), (111, 4)]",8,01/03/2022 13:37:10
Cust00017,01/03/2022 08:04:55,"[(152, 3), (65, 4), (242, 4)]",11,02/03/2022 14:16:48
Cust00018,01/03/2022 08:05:04,"[(57, 3)]",3,01/03/2022 13:31:56
Cust00019,01/03/2022 08:06:01,"[(149, 2), (27, 3)]",5,01/03/2022 14:23:37
Cust00020,01/03/2022 08:06:06,"[(68, 1), (48, 1), (74, 2)]",4,01/03/2022 13:34:28
Cust00021,01/03/2022 08:07:29,"[(114, 1)]",1,01/03/2022 16:44:23
Cust00022,01/03/2022 08:08:10,"[(160, 3)]",3,01/03/2022 16:47:10
Cust00023,01/03/2022 08:08:11,"[(145, 1), (76, 3)]",4,01/03/2022 12:48:55
Cust00024,01/03/2022 08:08:41,"[(250, 1), (20, 1), (260, 4), (65, 1)]",7,01/03/2022 17:11:14
Cust00025,01/03/2022 08:10:36,"[(19, 3)]",3,01/03/2022 12:19:53
Cust00026,01/03/2022 08:10:38,"[(33, 2)]",2,01/03/2022 11:17:17
Cust00027,01/03/2022 08:11:27,"[(30, 3), (214, 4)]",7,01/03/2022 14:03:36
Cust00028,01/03/2022 08:11:39,"[(33, 4)]",4,01/03/2022 11:20:00
Cust00029,01/03/2022 08:11:48,"[(45, 2)]",2,01/03/2022 11:33:33
Cust00030,01/03/2022 08:12:55,"[(271, 1), (17, 1), (221, 4)]",6,01/03/2022 12:13:50
Cust00031,01/03/2022 08:13:57,"[(10, 3), (19, 8)]",11,01/03/2022 12:32:56
Cust00032,01/03/2022 08:13:59,"[(50, 4), (69, 2)]",6,01/03/2022 15:11:36
Cust00033,01/03/2022 08:14:35,"[(134, 1)]",1,01/03/2022 15:21:09
Cust00034,01/03/2022 08:16:16,"[(99, 4), (328, 5), (301, 4)]",13,01/03/2022 15:25:43
Cust00035,01/03/2022 08:16:52,"[(4, 4), (105, 4), (90, 2)]",10,01/03/2022 14:26:08
