Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:26.202541642,"[(20, 1)]",1,2023-02-15 09:32:26.202541642
Cust00002,2023-02-15 08:01:05.304887188,"[(7, 3), (51, 3), (11, 1), (83, 4)]",11,2023-02-15 09:38:05.304887188
Cust00003,2023-02-15 08:01:14.232416969,"[(216, 1)]",1,2023-02-15 09:25:14.232416969
Cust00004,2023-02-15 08:01:36.595675997,"[(14, 2)]",2,2023-02-15 09:45:36.595675997
Cust00005,2023-02-15 08:02:32.088762161,"[(35, 1)]",1,2023-02-15 09:38:32.088762161
Cust00006,2023-02-15 08:03:47.026284038,"[(114, 2)]",2,2023-02-15 09:14:47.026284038
Cust00007,2023-02-15 08:04:12.495552630,"[(54, 1), (71, 1)]",2,2023-02-15 09:29:12.495552630
Cust00008,2023-02-15 08:04:15.780401115,"[(40, 3), (284, 10), (153, 1), (98, 3), (113, 3), (200, 2), (76, 2), (202, 2)]",26,2023-02-15 09:03:15.780401115
Cust00009,2023-02-15 08:05:43.671284032,"[(77, 1)]",1,2023-02-15 09:10:43.671284032
Cust00010,2023-02-15 08:06:19.949897874,"[(74, 3)]",3,2023-02-15 09:59:19.949897874
Cust00011,2023-02-15 08:06:24.129631044,"[(36, 1), (230, 4), (111, 3), (76, 4), (181, 9)]",21,2023-02-15 08:56:24.129631044
Cust00012,2023-02-15 08:06:39.728450085,"[(91, 3), (232, 1)]",4,2023-02-15 08:59:39.728450085
Cust00013,2023-02-15 08:06:44.594201579,"[(137, 1), (90, 2), (330, 3)]",6,2023-02-15 09:55:44.594201579
Cust00014,2023-02-15 08:07:24.231969966,"[(42, 4), (95, 1), (171, 2), (2, 2), (265, 9), (78, 2), (104, 3)]",23,2023-02-15 10:06:24.231969966
Cust00015,2023-02-15 08:07:57.416910587,"[(42, 3)]",3,2023-02-15 09:01:57.416910587
Cust00016,2023-02-15 08:08:32.541736288,"[(11, 4), (254, 3), (71, 1), (78, 2), (137, 2), (185, 2), (74, 4)]",18,2023-02-15 10:04:32.541736288
Cust00017,2023-02-15 08:09:02.520641917,"[(130, 2), (100, 6)]",8,2023-02-15 08:45:02.520641917
Cust00018,2023-02-15 08:09:22.630185738,"[(116, 1), (236, 2), (216, 2), (15, 3)]",8,2023-02-15 09:10:22.630185738
Cust00019,2023-02-15 08:09:43.212790050,"[(89, 3), (332, 1), (218, 2)]",6,2023-02-15 08:42:43.212790050
Cust00020,2023-02-15 08:09:54.078745868,"[(257, 1)]",1,2023-02-15 09:44:54.078745868
Cust00021,2023-02-15 08:10:03.908857532,"[(159, 2), (14, 4)]",6,2023-02-15 08:43:03.908857532
Cust00022,2023-02-15 08:10:05.272926732,"[(105, 3)]",3,2023-02-15 09:28:05.272926732
Cust00023,2023-02-15 08:10:14.289781016,"[(14, 4)]",4,2023-02-15 10:02:14.289781016
Cust00024,2023-02-15 08:10:34.123682789,"[(253, 4), (244, 2), (98, 3)]",9,2023-02-15 09:36:34.123682789
Cust00025,2023-02-15 08:13:03.224179951,"[(3, 1), (69, 4), (198, 3)]",8,2023-02-15 08:57:03.224179951
Cust00026,2023-02-15 08:13:08.310036769,"[(251, 3), (151, 1)]",4,2023-02-15 09:53:08.310036769
Cust00027,2023-02-15 08:13:30.037192540,"[(40, 2), (77, 3), (48, 1)]",6,2023-02-15 09:36:30.037192540
Cust00028,2023-02-15 08:14:16.278303683,"[(69, 1), (33, 1), (32, 2), (143, 2)]",6,2023-02-15 08:55:16.278303683
Cust00029,2023-02-15 08:14:18.326101767,"[(203, 4), (37, 3), (41, 1), (105, 2)]",10,2023-02-15 09:21:18.326101767
Cust00030,2023-02-15 08:14:34.201465235,"[(95, 3)]",3,2023-02-15 09:43:34.201465235
Cust00031,2023-02-15 08:14:36.667879162,"[(24, 1), (60, 3), (33, 3)]",7,2023-02-15 10:00:36.667879162
Cust00032,2023-02-15 08:14:59.726094023,"[(96, 1), (100, 1), (68, 2)]",4,2023-02-15 09:03:59.726094023
Cust00033,2023-02-15 08:15:02.520850947,"[(64, 2), (3, 4), (102, 3), (14, 9)]",18,2023-02-15 09:10:02.520850947
Cust00034,2023-02-15 08:15:13.616988293,"[(315, 1)]",1,2023-02-15 08:54:13.616988293
Cust00035,2023-02-15 08:15:15.233087683,"[(13, 4), (85, 2), (97, 2), (75, 2), (132, 3), (71, 3), (121, 3), (103, 2)]",21,2023-02-15 09:34:15.233087683
Cust00036,2023-02-15 08:15:57.969734231,"[(100, 1), (235, 2), (143, 2), (120, 3)]",8,2023-02-15 09:29:57.969734231
Cust00037,2023-02-15 08:17:17.750616192,"[(85, 2), (144, 3), (66, 1)]",6,2023-02-15 09:05:17.750616192
Cust00038,2023-02-15 08:17:47.838716162,"[(89, 1), (112, 3)]",4,2023-02-15 08:50:47.838716162
Cust00039,2023-02-15 08:17:52.709276564,"[(91, 1), (13, 3), (85, 2)]",6,2023-02-15 09:20:52.709276564
Cust00040,2023-02-15 08:18:36.912101239,"[(4, 1)]",1,2023-02-15 10:15:36.912101239
Cust00041,2023-02-15 08:19:42.885631764,"[(99, 2)]",2,2023-02-15 09:40:42.885631764
Cust00042,2023-02-15 08:19:55.810972603,"[(63, 3), (15, 1), (93, 4), (16, 2)]",10,2023-02-15 10:09:55.810972603
Cust00043,2023-02-15 08:20:21.872616390,"[(279, 2)]",2,2023-02-15 09:59:21.872616390
Cust00044,2023-02-15 08:20:29.397681930,"[(39, 2), (51, 3)]",5,2023-02-15 09:23:29.397681930
Cust00045,2023-02-15 08:21:07.800136868,"[(74, 2), (65, 1), (188, 2)]",5,2023-02-15 09:35:07.800136868
Cust00046,2023-02-15 08:21:10.484509116,"[(175, 1)]",1,2023-02-15 09:32:10.484509116
Cust00047,2023-02-15 08:21:43.861108242,"[(6, 2), (152, 1)]",3,2023-02-15 09:51:43.861108242
Cust00048,2023-02-15 08:23:01.850437584,"[(250, 4), (228, 4), (323, 4)]",12,2023-02-15 09:24:01.850437584
Cust00049,2023-02-15 08:24:07.464302855,"[(79, 4)]",4,2023-02-15 10:04:07.464302855
Cust00050,2023-02-15 08:24:50.318102752,"[(101, 3), (178, 2), (14, 3)]",8,2023-02-15 09:18:50.318102752
Cust00051,2023-02-15 08:25:25.300162439,"[(161, 4), (114, 2), (290, 3), (5, 1)]",10,2023-02-15 09:10:25.300162439
Cust00052,2023-02-15 08:26:37.829458402,"[(16, 4), (291, 1), (11, 2), (174, 2)]",9,2023-02-15 09:03:37.829458402
Cust00053,2023-02-15 08:26:49.145605166,"[(72, 1), (203, 3)]",4,2023-02-15 09:17:49.145605166
Cust00054,2023-02-15 08:27:14.428144608,"[(95, 2), (136, 1)]",3,2023-02-15 09:05:14.428144608
Cust00055,2023-02-15 08:27:43.966387729,"[(130, 1), (8, 4), (197, 2)]",7,2023-02-15 09:49:43.966387729
Cust00056,2023-02-15 08:27:45.994985198,"[(99, 3), (152, 1), (4, 3), (57, 1)]",8,2023-02-15 10:27:45.994985198
Cust00057,2023-02-15 08:27:47.758033564,"[(237, 2), (11, 1)]",3,2023-02-15 10:05:47.758033564
Cust00058,2023-02-15 08:27:54.580407191,"[(115, 3), (318, 2)]",5,2023-02-15 09:11:54.580407191
Cust00059,2023-02-15 08:27:58.297572237,"[(240, 4)]",4,2023-02-15 09:23:58.297572237
Cust00060,2023-02-15 08:28:01.139614856,"[(220, 1), (15, 2), (99, 4), (153, 1)]",8,2023-02-15 09:15:01.139614856
Cust00061,2023-02-15 08:28:27.212259459,"[(16, 3), (60, 4)]",7,2023-02-15 09:47:27.212259459
Cust00062,2023-02-15 08:28:28.596989654,"[(235, 2), (142, 1)]",3,2023-02-15 09:07:28.596989654
Cust00063,2023-02-15 08:28:59.348465022,"[(109, 1), (50, 1)]",2,2023-02-15 09:13:59.348465022
Cust00064,2023-02-15 08:29:21.737245779,"[(130, 2)]",2,2023-02-15 09:37:21.737245779
Cust00065,2023-02-15 08:30:19.768683116,"[(11, 2), (15, 1)]",3,2023-02-15 09:23:19.768683116
Cust00066,2023-02-15 08:32:10.283034065,"[(292, 2)]",2,2023-02-15 09:56:10.283034065
Cust00067,2023-02-15 08:32:32.303186134,"[(64, 8)]",8,2023-02-15 09:56:32.303186134
Cust00068,2023-02-15 08:33:20.645811293,"[(90, 1), (2, 2)]",3,2023-02-15 09:13:20.645811293
Cust00069,2023-02-15 08:33:39.524671549,"[(44, 3)]",3,2023-02-15 10:32:39.524671549
Cust00070,2023-02-15 08:33:56.495834548,"[(51, 3)]",3,2023-02-15 10:22:56.495834548
Cust00071,2023-02-15 08:33:57.971361068,"[(9, 3)]",3,2023-02-15 09:48:57.971361068
Cust00072,2023-02-15 08:34:29.132386620,"[(143, 3)]",3,2023-02-15 09:34:29.132386620
Cust00073,2023-02-15 08:34:32.339228677,"[(130, 1), (326, 2), (226, 3)]",6,2023-02-15 10:11:32.339228677
Cust00074,2023-02-15 08:34:37.530501598,"[(1, 2)]",2,2023-02-15 09:57:37.530501598
Cust00075,2023-02-15 08:34:58.535228249,"[(64, 3), (230, 4), (20, 3)]",10,2023-02-15 09:28:58.535228249
Cust00076,2023-02-15 08:35:02.305539669,"[(6, 4)]",4,2023-02-15 09:36:02.305539669
Cust00077,2023-02-15 08:36:08.255592827,"[(171, 1), (175, 4), (14, 3)]",8,2023-02-15 09:39:08.255592827
Cust00078,2023-02-15 08:37:29.602753029,"[(112, 3)]",3,2023-02-15 09:55:29.602753029
Cust00079,2023-02-15 08:37:51.757871161,"[(266, 2), (132, 4)]",6,2023-02-15 10:03:51.757871161
Cust00080,2023-02-15 08:38:43.112232338,"[(228, 5)]",5,2023-02-15 09:28:43.112232338
Cust00081,2023-02-15 08:39:25.934429263,"[(211, 2), (22, 1), (42, 4)]",7,2023-02-15 09:35:25.934429263
Cust00082,2023-02-15 08:41:25.731709519,"[(87, 2), (4, 1)]",3,2023-02-15 10:25:25.731709519
Cust00083,2023-02-15 08:42:58.499285432,"[(244, 3), (137, 4), (61, 2)]",9,2023-02-15 10:14:58.499285432
Cust00084,2023-02-15 08:43:04.426692895,"[(80, 6), (136, 1), (37, 1), (169, 2)]",10,2023-02-15 09:53:04.426692895
Cust00085,2023-02-15 08:43:17.575861715,"[(96, 1), (6, 4), (19, 4), (316, 4)]",13,2023-02-15 10:00:17.575861715
Cust00086,2023-02-15 08:46:17.535175368,"[(99, 1), (16, 2)]",3,2023-02-15 10:02:17.535175368
Cust00087,2023-02-15 08:46:38.615742618,"[(110, 4), (169, 2), (41, 3), (19, 2), (249, 1), (100, 1)]",13,2023-02-15 09:26:38.615742618
Cust00088,2023-02-15 08:47:04.205437843,"[(74, 2), (153, 1), (258, 7)]",10,2023-02-15 10:37:04.205437843
Cust00089,2023-02-15 08:47:06.138609731,"[(45, 1), (42, 4), (197, 1)]",6,2023-02-15 09:32:06.138609731
Cust00090,2023-02-15 08:47:38.957045721,"[(95, 4), (69, 2), (129, 1)]",7,2023-02-15 10:37:38.957045721
Cust00091,2023-02-15 08:48:29.703199652,"[(98, 1), (8, 4), (110, 2), (18, 3)]",10,2023-02-15 10:36:29.703199652
Cust00092,2023-02-15 08:49:04.720604352,"[(176, 1)]",1,2023-02-15 10:47:04.720604352
Cust00093,2023-02-15 08:49:28.221805662,"[(311, 2), (148, 1), (16, 3), (52, 3)]",9,2023-02-15 09:24:28.221805662
Cust00094,2023-02-15 08:49:43.275308587,"[(186, 2), (79, 1), (52, 4), (78, 3)]",10,2023-02-15 10:31:43.275308587
Cust00095,2023-02-15 08:50:34.591733173,"[(53, 1), (108, 3), (76, 1)]",5,2023-02-15 09:34:34.591733173
Cust00096,2023-02-15 08:50:52.439235395,"[(339, 4)]",4,2023-02-15 10:00:52.439235395
Cust00097,2023-02-15 08:51:58.584684477,"[(145, 6), (81, 1), (54, 2)]",9,2023-02-15 10:01:58.584684477
Cust00098,2023-02-15 08:52:02.437193271,"[(124, 2), (119, 1), (268, 4)]",7,2023-02-15 09:48:02.437193271
Cust00099,2023-02-15 08:52:21.833314735,"[(112, 4), (77, 1)]",5,2023-02-15 10:40:21.833314735
Cust00100,2023-02-15 08:52:55.147683568,"[(43, 1), (27, 2)]",3,2023-02-15 09:38:55.147683568
Cust00101,2023-02-15 08:53:17.620695290,"[(186, 3), (71, 2), (104, 1)]",6,2023-02-15 10:30:17.620695290
Cust00102,2023-02-15 08:53:25.700130758,"[(194, 3), (239, 2), (139, 2)]",7,2023-02-15 10:33:25.700130758
Cust00103,2023-02-15 08:54:24.722272154,"[(92, 3)]",3,2023-02-15 09:58:24.722272154
Cust00104,2023-02-15 08:54:37.939911299,"[(157, 2), (113, 1), (311, 1), (218, 2)]",6,2023-02-15 10:11:37.939911299
Cust00105,2023-02-15 08:54:39.680122398,"[(76, 2)]",2,2023-02-15 09:41:39.680122398
Cust00106,2023-02-15 08:55:28.614256925,"[(330, 4), (22, 2), (133, 3), (123, 4)]",13,2023-02-15 09:36:28.614256925
Cust00107,2023-02-15 08:55:43.807547835,"[(98, 4), (150, 2)]",6,2023-02-15 10:29:43.807547835
Cust00108,2023-02-15 08:55:50.287376119,"[(317, 1)]",1,2023-02-15 10:33:50.287376119
Cust00109,2023-02-15 08:56:13.635644575,"[(300, 7), (36, 4), (200, 4)]",15,2023-02-15 10:21:13.635644575
