Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:08.351841529,"[(21, 1), (179, 2)]",3,2023-02-15 08:33:08.351841529
Cust00002,2023-02-15 08:01:06.073467990,"[(102, 4), (207, 2)]",6,2023-02-15 09:30:06.073467990
Cust00003,2023-02-15 08:01:49.935679353,"[(100, 1), (205, 3), (20, 3), (373, 3)]",10,2023-02-15 09:40:49.935679353
Cust00004,2023-02-15 08:02:38.740356202,"[(21, 4), (72, 1), (141, 4)]",9,2023-02-15 09:44:38.740356202
Cust00005,2023-02-15 08:02:57.864587061,"[(156, 1)]",1,2023-02-15 08:37:57.864587061
Cust00006,2023-02-15 08:03:15.922890188,"[(20, 3), (15, 3), (1, 1), (68, 1), (200, 3), (42, 2), (331, 1), (6, 1)]",15,2023-02-15 09:06:15.922890188
Cust00007,2023-02-15 08:03:36.268508012,"[(26, 3), (321, 2), (212, 2)]",7,2023-02-15 08:34:36.268508012
Cust00008,2023-02-15 08:04:25.377915162,"[(11, 1), (16, 1)]",2,2023-02-15 09:37:25.377915162
Cust00009,2023-02-15 08:05:17.596421627,"[(16, 2)]",2,2023-02-15 08:57:17.596421627
Cust00010,2023-02-15 08:05:28.278896615,"[(75, 1)]",1,2023-02-15 09:37:28.278896615
Cust00011,2023-02-15 08:05:37.550316042,"[(114, 3), (297, 1), (270, 2)]",6,2023-02-15 09:45:37.550316042
Cust00012,2023-02-15 08:06:29.345677441,"[(133, 9), (211, 4), (139, 2), (104, 1)]",16,2023-02-15 10:02:29.345677441
Cust00013,2023-02-15 08:07:32.898965960,"[(5, 3), (3, 1), (112, 1), (116, 3)]",8,2023-02-15 08:44:32.898965960
Cust00014,2023-02-15 08:08:33.244763237,"[(32, 3), (8, 2)]",5,2023-02-15 08:57:33.244763237
Cust00015,2023-02-15 08:08:34.577975170,"[(82, 3), (141, 4), (154, 2)]",9,2023-02-15 08:57:34.577975170
Cust00016,2023-02-15 08:08:53.045410068,"[(116, 2), (379, 10), (86, 4), (13, 3)]",19,2023-02-15 09:31:53.045410068
Cust00017,2023-02-15 08:09:09.196879656,"[(116, 1), (157, 4)]",5,2023-02-15 09:03:09.196879656
Cust00018,2023-02-15 08:10:03.660632419,"[(230, 2), (79, 1)]",3,2023-02-15 10:05:03.660632419
Cust00019,2023-02-15 08:11:49.571454000,"[(83, 3), (177, 2)]",5,2023-02-15 09:34:49.571454000
Cust00020,2023-02-15 08:12:21.176836109,"[(259, 1)]",1,2023-02-15 09:19:21.176836109
Cust00021,2023-02-15 08:12:59.597293936,"[(48, 3)]",3,2023-02-15 09:18:59.597293936
Cust00022,2023-02-15 08:13:22.479965074,"[(53, 3)]",3,2023-02-15 09:28:22.479965074
Cust00023,2023-02-15 08:14:28.648166974,"[(4, 2)]",2,2023-02-15 10:10:28.648166974
Cust00024,2023-02-15 08:15:46.700122000,"[(48, 2), (215, 4), (106, 1)]",7,2023-02-15 10:15:46.700122000
Cust00025,2023-02-15 08:15:55.914643653,"[(11, 7), (16, 2), (6, 3)]",12,2023-02-15 09:24:55.914643653
Cust00026,2023-02-15 08:17:36.304506955,"[(84, 3)]",3,2023-02-15 10:14:36.304506955
Cust00027,2023-02-15 08:17:39.501569617,"[(8, 4), (147, 1), (99, 4), (86, 1)]",10,2023-02-15 09:42:39.501569617
Cust00028,2023-02-15 08:17:48.878990793,"[(41, 3), (204, 1), (380, 2), (36, 3)]",9,2023-02-15 09:42:48.878990793
Cust00029,2023-02-15 08:21:00.448853202,"[(109, 2), (134, 3)]",5,2023-02-15 10:00:00.448853202
Cust00030,2023-02-15 08:21:35.914957717,"[(172, 1)]",1,2023-02-15 10:20:35.914957717
Cust00031,2023-02-15 08:21:43.528655045,"[(326, 3), (140, 4), (226, 4), (136, 1), (360, 1)]",13,2023-02-15 09:42:43.528655045
Cust00032,2023-02-15 08:21:48.035075696,"[(102, 4), (265, 2)]",6,2023-02-15 09:50:48.035075696
Cust00033,2023-02-15 08:21:56.074366446,"[(32, 5), (257, 1), (328, 3), (78, 4), (66, 4), (205, 4), (360, 2), (138, 2)]",25,2023-02-15 09:17:56.074366446
Cust00034,2023-02-15 08:22:47.461958044,"[(41, 3), (202, 2)]",5,2023-02-15 10:14:47.461958044
Cust00035,2023-02-15 08:23:00.101719112,"[(233, 3), (82, 3), (166, 3), (48, 2), (106, 3), (128, 4), (24, 2), (108, 4), (7, 4)]",28,2023-02-15 09:06:00.101719112
Cust00036,2023-02-15 08:23:04.619364804,"[(15, 1), (106, 4), (39, 1)]",6,2023-02-15 09:34:04.619364804
Cust00037,2023-02-15 08:23:59.464157721,"[(10, 1), (257, 2), (188, 2)]",5,2023-02-15 09:49:59.464157721
Cust00038,2023-02-15 08:25:03.891089485,"[(74, 4), (151, 2), (333, 3)]",9,2023-02-15 09:11:03.891089485
Cust00039,2023-02-15 08:25:11.191895359,"[(57, 3), (90, 1)]",4,2023-02-15 10:10:11.191895359
Cust00040,2023-02-15 08:26:31.908519766,"[(74, 4), (265, 1), (383, 1), (101, 1)]",7,2023-02-15 09:54:31.908519766
Cust00041,2023-02-15 08:26:41.956119837,"[(191, 1), (71, 1), (123, 2), (23, 1)]",5,2023-02-15 09:54:41.956119837
Cust00042,2023-02-15 08:26:48.132890565,"[(192, 1), (321, 1), (98, 1), (287, 4), (12, 1), (51, 3), (203, 2), (35, 3)]",16,2023-02-15 09:18:48.132890565
Cust00043,2023-02-15 08:28:19.781564109,"[(25, 3)]",3,2023-02-15 09:06:19.781564109
Cust00044,2023-02-15 08:28:32.051414525,"[(76, 3), (7, 3)]",6,2023-02-15 10:19:32.051414525
Cust00045,2023-02-15 08:28:56.937593780,"[(92, 3)]",3,2023-02-15 09:40:56.937593780
Cust00046,2023-02-15 08:28:58.061752557,"[(82, 1), (44, 4), (72, 4), (64, 1)]",10,2023-02-15 10:11:58.061752557
Cust00047,2023-02-15 08:29:17.259850936,"[(3, 2), (108, 4), (126, 1), (9, 3)]",10,2023-02-15 09:01:17.259850936
Cust00048,2023-02-15 08:29:41.447455831,"[(108, 3)]",3,2023-02-15 09:47:41.447455831
Cust00049,2023-02-15 08:30:50.306034185,"[(77, 1), (47, 3), (67, 2)]",6,2023-02-15 09:43:50.306034185
Cust00050,2023-02-15 08:31:12.643993227,"[(1, 1), (100, 1), (63, 3), (135, 4)]",9,2023-02-15 09:56:12.643993227
Cust00051,2023-02-15 08:31:53.402252129,"[(204, 3), (199, 2)]",5,2023-02-15 10:23:53.402252129
Cust00052,2023-02-15 08:32:49.629684766,"[(166, 1), (229, 4)]",5,2023-02-15 09:09:49.629684766
Cust00053,2023-02-15 08:32:53.171481350,"[(67, 5)]",5,2023-02-15 09:31:53.171481350
Cust00054,2023-02-15 08:32:54.213356884,"[(50, 2)]",2,2023-02-15 10:18:54.213356884
Cust00055,2023-02-15 08:33:52.291268172,"[(17, 2)]",2,2023-02-15 10:05:52.291268172
Cust00056,2023-02-15 08:34:36.320340092,"[(3, 4), (302, 3)]",7,2023-02-15 10:17:36.320340092
Cust00057,2023-02-15 08:34:36.719344511,"[(66, 1), (88, 2), (102, 2), (162, 4)]",9,2023-02-15 10:17:36.719344511
Cust00058,2023-02-15 08:34:54.509103585,"[(92, 7), (55, 2), (175, 1)]",10,2023-02-15 10:12:54.509103585
Cust00059,2023-02-15 08:35:17.037323707,"[(222, 3), (58, 4), (248, 3)]",10,2023-02-15 09:14:17.037323707
Cust00060,2023-02-15 08:36:09.734103819,"[(276, 10), (271, 4)]",14,2023-02-15 10:36:09.734103819
Cust00061,2023-02-15 08:36:13.430523951,"[(23, 9)]",9,2023-02-15 09:48:13.430523951
Cust00062,2023-02-15 08:36:23.689095578,"[(188, 4), (5, 1), (64, 1), (60, 2)]",8,2023-02-15 10:15:23.689095578
Cust00063,2023-02-15 08:36:51.816362754,"[(78, 1), (74, 4), (30, 1)]",6,2023-02-15 10:21:51.816362754
Cust00064,2023-02-15 08:39:05.494732778,"[(274, 1), (41, 3), (119, 9), (36, 1)]",14,2023-02-15 09:40:05.494732778
Cust00065,2023-02-15 08:39:29.036957124,"[(245, 1)]",1,2023-02-15 10:28:29.036957124
Cust00066,2023-02-15 08:39:34.139544835,"[(225, 1), (362, 10)]",11,2023-02-15 09:20:34.139544835
Cust00067,2023-02-15 08:40:26.871810404,"[(226, 1), (255, 4), (91, 5)]",10,2023-02-15 09:35:26.871810404
Cust00068,2023-02-15 08:40:56.883208439,"[(68, 2)]",2,2023-02-15 10:31:56.883208439
Cust00069,2023-02-15 08:42:46.996749190,"[(102, 3), (55, 2), (56, 2)]",7,2023-02-15 10:04:46.996749190
Cust00070,2023-02-15 08:43:23.672611154,"[(298, 4)]",4,2023-02-15 09:34:23.672611154
Cust00071,2023-02-15 08:43:48.478452416,"[(45, 2), (53, 4)]",6,2023-02-15 09:41:48.478452416
Cust00072,2023-02-15 08:44:48.633426936,"[(151, 3), (122, 2), (12, 1), (69, 1)]",7,2023-02-15 10:11:48.633426936
Cust00073,2023-02-15 08:45:13.695093400,"[(292, 1), (240, 4), (40, 3), (74, 3), (106, 1), (114, 2), (112, 9), (75, 2)]",25,2023-02-15 09:42:13.695093400
Cust00074,2023-02-15 08:46:29.385524237,"[(87, 1), (52, 4), (3, 2), (37, 8)]",15,2023-02-15 09:19:29.385524237
Cust00075,2023-02-15 08:46:48.939331206,"[(207, 2)]",2,2023-02-15 09:20:48.939331206
