Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:01:32.084451201,"[(228, 3)]",3,2023-02-15 09:49:32.084451201
Cust00002,2023-02-15 08:02:13.738528994,"[(141, 3)]",3,2023-02-15 09:02:13.738528994
Cust00003,2023-02-15 08:02:13.976368221,"[(301, 4), (168, 1), (212, 1), (52, 3), (83, 2), (367, 1)]",12,2023-02-15 09:17:13.976368221
Cust00004,2023-02-15 08:02:37.126540926,"[(65, 1), (81, 2)]",3,2023-02-15 09:55:37.126540926
Cust00005,2023-02-15 08:03:39.528157655,"[(223, 2), (104, 2)]",4,2023-02-15 09:43:39.528157655
Cust00006,2023-02-15 08:04:52.203402855,"[(157, 4), (97, 7), (38, 4)]",15,2023-02-15 09:47:52.203402855
Cust00007,2023-02-15 08:05:29.565957161,"[(164, 1)]",1,2023-02-15 09:16:29.565957161
Cust00008,2023-02-15 08:05:46.458270350,"[(163, 3), (81, 2), (169, 2), (318, 3)]",10,2023-02-15 09:56:46.458270350
Cust00009,2023-02-15 08:09:20.530354491,"[(28, 1)]",1,2023-02-15 09:48:20.530354491
Cust00010,2023-02-15 08:09:27.872638795,"[(130, 2), (38, 4)]",6,2023-02-15 09:12:27.872638795
Cust00011,2023-02-15 08:09:41.234696371,"[(110, 2), (106, 3)]",5,2023-02-15 08:46:41.234696371
Cust00012,2023-02-15 08:10:47.142882666,"[(7, 2), (30, 1)]",3,2023-02-15 09:52:47.142882666
Cust00013,2023-02-15 08:11:13.493050275,"[(45, 2), (190, 2)]",4,2023-02-15 08:51:13.493050275
Cust00014,2023-02-15 08:14:06.511793952,"[(253, 3), (33, 4), (228, 2), (238, 8)]",17,2023-02-15 09:05:06.511793952
Cust00015,2023-02-15 08:15:22.427576628,"[(45, 1), (84, 1), (233, 6), (61, 2)]",10,2023-02-15 09:43:22.427576628
Cust00016,2023-02-15 08:17:34.705990940,"[(16, 10)]",10,2023-02-15 09:50:34.705990940
Cust00017,2023-02-15 08:19:02.194249081,"[(92, 4), (15, 1), (262, 2), (297, 2), (73, 3), (195, 1), (10, 1), (99, 1)]",15,2023-02-15 08:55:02.194249081
Cust00018,2023-02-15 08:19:11.805906655,"[(288, 3)]",3,2023-02-15 08:53:11.805906655
Cust00019,2023-02-15 08:22:45.473996146,"[(103, 2), (46, 3), (196, 2)]",7,2023-02-15 09:29:45.473996146
Cust00020,2023-02-15 08:23:44.490320917,"[(267, 1), (16, 4)]",5,2023-02-15 08:58:44.490320917
Cust00021,2023-02-15 08:23:48.462759082,"[(214, 3), (170, 1), (3, 4)]",8,2023-02-15 09:40:48.462759082
