Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:01:06.493850919,"[(306, 8), (202, 2), (289, 1), (285, 3)]",14,2023-02-15 08:41:06.493850919
Cust00002,2023-02-15 08:01:19.052076162,"[(33, 4), (75, 3)]",7,2023-02-15 09:53:19.052076162
Cust00003,2023-02-15 08:01:48.185068309,"[(42, 2), (15, 4), (144, 2), (66, 6)]",14,2023-02-15 09:43:48.185068309
Cust00004,2023-02-15 08:01:54.932965274,"[(132, 3), (51, 1), (111, 10)]",14,2023-02-15 09:21:54.932965274
Cust00005,2023-02-15 08:04:36.891809890,"[(24, 2), (100, 1), (11, 2)]",5,2023-02-15 09:37:36.891809890
Cust00006,2023-02-15 08:05:01.053680270,"[(128, 1)]",1,2023-02-15 09:15:01.053680270
Cust00007,2023-02-15 08:05:05.305061226,"[(365, 3), (49, 3)]",6,2023-02-15 10:01:05.305061226
Cust00008,2023-02-15 08:05:51.658351871,"[(66, 2), (202, 2), (32, 1), (11, 3)]",8,2023-02-15 09:36:51.658351871
Cust00009,2023-02-15 08:07:34.420537847,"[(11, 4), (14, 2), (40, 2)]",8,2023-02-15 09:36:34.420537847
Cust00010,2023-02-15 08:09:28.033486507,"[(170, 2), (57, 2)]",4,2023-02-15 10:09:28.033486507
Cust00011,2023-02-15 08:09:49.820267509,"[(327, 2)]",2,2023-02-15 09:26:49.820267509
Cust00012,2023-02-15 08:09:53.693139844,"[(117, 3), (298, 2), (201, 2)]",7,2023-02-15 09:38:53.693139844
Cust00013,2023-02-15 08:11:17.661605430,"[(44, 1), (116, 2), (153, 3), (74, 2), (16, 2), (48, 1), (98, 3), (17, 3), (53, 2)]",19,2023-02-15 09:46:17.661605430
Cust00014,2023-02-15 08:11:37.270726920,"[(222, 1), (70, 3), (43, 2), (334, 2)]",8,2023-02-15 09:47:37.270726920
Cust00015,2023-02-15 08:12:28.222893131,"[(240, 1), (106, 1), (74, 1)]",3,2023-02-15 09:07:28.222893131
Cust00016,2023-02-15 08:13:03.336454749,"[(206, 1), (49, 3), (78, 3)]",7,2023-02-15 09:32:03.336454749
Cust00017,2023-02-15 08:13:55.289532446,"[(57, 7)]",7,2023-02-15 09:15:55.289532446
Cust00018,2023-02-15 08:20:24.018527262,"[(83, 2), (46, 2)]",4,2023-02-15 09:54:24.018527262
Cust00019,2023-02-15 08:20:54.799320866,"[(210, 1), (33, 2), (120, 1), (138, 2)]",6,2023-02-15 09:46:54.799320866
Cust00020,2023-02-15 08:22:12.756614583,"[(195, 1), (9, 1), (223, 4)]",6,2023-02-15 09:47:12.756614583
Cust00021,2023-02-15 08:22:20.748069608,"[(42, 3)]",3,2023-02-15 10:01:20.748069608
Cust00022,2023-02-15 08:22:27.522179212,"[(165, 4), (42, 1), (70, 1)]",6,2023-02-15 09:35:27.522179212
Cust00023,2023-02-15 08:25:48.175797991,"[(39, 3), (4, 1), (89, 1)]",5,2023-02-15 09:03:48.175797991
Cust00024,2023-02-15 08:26:16.260012197,"[(92, 2), (12, 4), (28, 4)]",10,2023-02-15 10:25:16.260012197
Cust00025,2023-02-15 08:27:44.862167676,"[(194, 3), (138, 3)]",6,2023-02-15 10:13:44.862167676
Cust00026,2023-02-15 08:27:53.526689355,"[(238, 3)]",3,2023-02-15 10:15:53.526689355
Cust00027,2023-02-15 08:28:39.729548104,"[(268, 2), (34, 2), (43, 2), (44, 2), (14, 1)]",9,2023-02-15 09:15:39.729548104
Cust00028,2023-02-15 08:28:52.075416680,"[(275, 2), (47, 3), (149, 8), (225, 1)]",14,2023-02-15 10:16:52.075416680
Cust00029,2023-02-15 08:28:56.456697630,"[(236, 4), (60, 2)]",6,2023-02-15 10:08:56.456697630
Cust00030,2023-02-15 08:29:07.415643282,"[(124, 3)]",3,2023-02-15 09:32:07.415643282
Cust00031,2023-02-15 08:29:29.868056372,"[(276, 1)]",1,2023-02-15 09:18:29.868056372
Cust00032,2023-02-15 08:29:37.327112599,"[(20, 1)]",1,2023-02-15 10:15:37.327112599
Cust00033,2023-02-15 08:30:31.692143834,"[(103, 2), (281, 4)]",6,2023-02-15 09:26:31.692143834
Cust00034,2023-02-15 08:31:32.219190756,"[(155, 3), (6, 1)]",4,2023-02-15 09:55:32.219190756
Cust00035,2023-02-15 08:31:52.606083017,"[(255, 1)]",1,2023-02-15 09:01:52.606083017
Cust00036,2023-02-15 08:32:55.755469994,"[(314, 1)]",1,2023-02-15 10:24:55.755469994
Cust00037,2023-02-15 08:34:40.935901646,"[(124, 3), (225, 1), (17, 3)]",7,2023-02-15 10:23:40.935901646
Cust00038,2023-02-15 08:35:24.761006070,"[(151, 4)]",4,2023-02-15 09:56:24.761006070
Cust00039,2023-02-15 08:35:52.487310084,"[(49, 3)]",3,2023-02-15 10:30:52.487310084
Cust00040,2023-02-15 08:35:52.808927210,"[(4, 3)]",3,2023-02-15 10:04:52.808927210
Cust00041,2023-02-15 08:36:48.234776795,"[(79, 1), (88, 4), (37, 3)]",8,2023-02-15 10:16:48.234776795
Cust00042,2023-02-15 08:36:56.104054813,"[(202, 1), (108, 2), (78, 1), (38, 3)]",7,2023-02-15 09:26:56.104054813
Cust00043,2023-02-15 08:36:58.038466699,"[(33, 4)]",4,2023-02-15 09:27:58.038466699
Cust00044,2023-02-15 08:37:47.817573886,"[(240, 4), (93, 4)]",8,2023-02-15 10:02:47.817573886
Cust00045,2023-02-15 08:39:59.862950004,"[(237, 3), (23, 1), (128, 4), (38, 3)]",11,2023-02-15 09:45:59.862950004
Cust00046,2023-02-15 08:42:00.456026801,"[(289, 3), (367, 1)]",4,2023-02-15 10:38:00.456026801
Cust00047,2023-02-15 08:43:35.095025621,"[(73, 2), (129, 2), (335, 3), (243, 3)]",10,2023-02-15 09:28:35.095025621
Cust00048,2023-02-15 08:44:48.301124366,"[(144, 4), (6, 2), (69, 1)]",7,2023-02-15 09:29:48.301124366
Cust00049,2023-02-15 08:46:02.620771154,"[(82, 1), (13, 2)]",3,2023-02-15 10:39:02.620771154
Cust00050,2023-02-15 08:46:14.541590279,"[(196, 1)]",1,2023-02-15 09:53:14.541590279
Cust00051,2023-02-15 08:46:35.056444670,"[(58, 2), (66, 4)]",6,2023-02-15 10:10:35.056444670
Cust00052,2023-02-15 08:47:16.437384284,"[(79, 3), (23, 4), (378, 2), (4, 1)]",10,2023-02-15 10:17:16.437384284
Cust00053,2023-02-15 08:47:50.858835841,"[(143, 1)]",1,2023-02-15 10:14:50.858835841
Cust00054,2023-02-15 08:49:20.949497155,"[(128, 4), (238, 1), (109, 2)]",7,2023-02-15 09:57:20.949497155
Cust00055,2023-02-15 08:49:22.999898282,"[(36, 2), (35, 3)]",5,2023-02-15 09:42:22.999898282
Cust00056,2023-02-15 08:49:54.104637848,"[(190, 5), (149, 1), (97, 3)]",9,2023-02-15 09:23:54.104637848
Cust00057,2023-02-15 08:49:59.634326400,"[(14, 2), (214, 9)]",11,2023-02-15 09:55:59.634326400
Cust00058,2023-02-15 08:50:20.937696083,"[(88, 1), (38, 2)]",3,2023-02-15 10:16:20.937696083
Cust00059,2023-02-15 08:51:49.379175036,"[(101, 2)]",2,2023-02-15 10:00:49.379175036
Cust00060,2023-02-15 08:52:40.130032042,"[(47, 1), (57, 4), (33, 2)]",7,2023-02-15 10:14:40.130032042
Cust00061,2023-02-15 08:54:04.644201591,"[(30, 1)]",1,2023-02-15 10:07:04.644201591
Cust00062,2023-02-15 08:55:09.352716290,"[(285, 3), (97, 3), (149, 1), (25, 4)]",11,2023-02-15 09:52:09.352716290
Cust00063,2023-02-15 08:55:11.402118947,"[(36, 3), (92, 1), (124, 1)]",5,2023-02-15 10:30:11.402118947
Cust00064,2023-02-15 08:55:16.005425231,"[(2, 1), (136, 2), (177, 4)]",7,2023-02-15 10:15:16.005425231
Cust00065,2023-02-15 08:56:25.736915533,"[(61, 3)]",3,2023-02-15 10:48:25.736915533
Cust00066,2023-02-15 08:56:39.034684549,"[(50, 4), (123, 2), (54, 9)]",15,2023-02-15 09:53:39.034684549
Cust00067,2023-02-15 08:57:07.210782832,"[(65, 1)]",1,2023-02-15 10:31:07.210782832
Cust00068,2023-02-15 08:57:15.600212541,"[(14, 2), (12, 9)]",11,2023-02-15 10:27:15.600212541
Cust00069,2023-02-15 08:58:01.146012970,"[(40, 2), (105, 9)]",11,2023-02-15 09:42:01.146012970
Cust00070,2023-02-15 08:59:30.082638652,"[(253, 1), (104, 2)]",3,2023-02-15 10:38:30.082638652
Cust00071,2023-02-15 09:01:36.230942591,"[(183, 4), (16, 3), (300, 1)]",8,2023-02-15 10:16:36.230942591
Cust00072,2023-02-15 09:02:26.320577629,"[(73, 2), (149, 2), (131, 2), (45, 4)]",10,2023-02-15 11:00:26.320577629
Cust00073,2023-02-15 09:02:35.353094420,"[(44, 3)]",3,2023-02-15 10:54:35.353094420
Cust00074,2023-02-15 09:02:40.848590583,"[(148, 1), (10, 4), (359, 2), (293, 4)]",11,2023-02-15 09:37:40.848590583
Cust00075,2023-02-15 09:06:07.465021222,"[(100, 1), (63, 3)]",4,2023-02-15 11:00:07.465021222
Cust00076,2023-02-15 09:10:36.961501541,"[(206, 3), (5, 4), (2, 2), (10, 2)]",11,2023-02-15 10:27:36.961501541
Cust00077,2023-02-15 09:10:53.461076079,"[(46, 2)]",2,2023-02-15 10:38:53.461076079
Cust00078,2023-02-15 09:10:56.383822351,"[(141, 4), (77, 4)]",8,2023-02-15 10:18:56.383822351
Cust00079,2023-02-15 09:12:38.445737182,"[(164, 4), (132, 2)]",6,2023-02-15 10:21:38.445737182
Cust00080,2023-02-15 09:13:00.757629691,"[(6, 1)]",1,2023-02-15 10:12:00.757629691
Cust00081,2023-02-15 09:13:11.099272592,"[(2, 3), (111, 3), (41, 4), (241, 1)]",11,2023-02-15 09:52:11.099272592
Cust00082,2023-02-15 09:13:17.947812625,"[(42, 3)]",3,2023-02-15 09:51:17.947812625
Cust00083,2023-02-15 09:13:54.406078515,"[(9, 1)]",1,2023-02-15 10:41:54.406078515
Cust00084,2023-02-15 09:15:31.508622694,"[(137, 1)]",1,2023-02-15 10:07:31.508622694
Cust00085,2023-02-15 09:15:32.475732070,"[(1, 3)]",3,2023-02-15 10:08:32.475732070
