Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:33.666987779,"[(32, 2), (55, 1), (255, 9), (58, 4)]",16,2023-02-15 08:48:33.666987779
Cust00002,2023-02-15 08:02:34.413150599,"[(16, 3), (104, 4), (308, 1)]",8,2023-02-15 09:54:34.413150599
Cust00003,2023-02-15 08:05:47.647095449,"[(91, 5), (212, 2), (20, 2), (166, 1)]",10,2023-02-15 09:52:47.647095449
Cust00004,2023-02-15 08:07:50.743872867,"[(11, 1)]",1,2023-02-15 09:40:50.743872867
Cust00005,2023-02-15 08:12:09.785859808,"[(81, 2), (238, 3)]",5,2023-02-15 09:10:09.785859808
Cust00006,2023-02-15 08:14:04.440257411,"[(1, 5)]",5,2023-02-15 09:46:04.440257411
Cust00007,2023-02-15 08:15:48.116271757,"[(16, 3)]",3,2023-02-15 08:47:48.116271757
Cust00008,2023-02-15 08:15:55.780486666,"[(16, 2)]",2,2023-02-15 08:59:55.780486666
Cust00009,2023-02-15 08:15:57.311380529,"[(162, 3), (98, 3), (71, 3), (81, 7)]",16,2023-02-15 09:12:57.311380529
Cust00010,2023-02-15 08:18:00.081036324,"[(278, 3)]",3,2023-02-15 09:32:00.081036324
Cust00011,2023-02-15 08:19:09.729004195,"[(271, 10), (7, 1)]",11,2023-02-15 09:44:09.729004195
Cust00012,2023-02-15 08:20:12.794488411,"[(142, 1)]",1,2023-02-15 09:10:12.794488411
Cust00013,2023-02-15 08:21:23.172348246,"[(167, 2), (4, 1)]",3,2023-02-15 10:17:23.172348246
Cust00014,2023-02-15 08:22:31.898244554,"[(225, 2), (20, 2), (295, 2)]",6,2023-02-15 09:47:31.898244554
Cust00015,2023-02-15 08:25:18.734692710,"[(86, 2), (196, 1), (80, 3), (109, 1)]",7,2023-02-15 09:03:18.734692710
Cust00016,2023-02-15 08:27:02.707025885,"[(147, 2), (170, 1), (72, 1), (119, 3)]",7,2023-02-15 09:59:02.707025885
Cust00017,2023-02-15 08:27:18.207017872,"[(85, 3)]",3,2023-02-15 09:34:18.207017872
Cust00018,2023-02-15 08:27:23.691485830,"[(344, 3)]",3,2023-02-15 10:17:23.691485830
Cust00019,2023-02-15 08:27:44.216457721,"[(268, 5), (56, 2), (124, 6), (92, 1)]",14,2023-02-15 09:22:44.216457721
Cust00020,2023-02-15 08:28:35.089240525,"[(165, 2), (230, 2), (153, 2), (130, 3)]",9,2023-02-15 09:56:35.089240525
Cust00021,2023-02-15 08:29:37.728557811,"[(273, 1)]",1,2023-02-15 09:16:37.728557811
Cust00022,2023-02-15 08:29:51.103011083,"[(29, 3), (56, 3)]",6,2023-02-15 09:06:51.103011083
Cust00023,2023-02-15 08:30:55.300071299,"[(45, 3), (85, 1), (239, 1), (4, 4)]",9,2023-02-15 10:11:55.300071299
Cust00024,2023-02-15 08:34:18.623136239,"[(50, 4), (212, 2)]",6,2023-02-15 09:23:18.623136239
Cust00025,2023-02-15 08:35:14.963686673,"[(77, 2), (274, 3), (6, 4)]",9,2023-02-15 09:28:14.963686673
Cust00026,2023-02-15 08:36:48.449223473,"[(69, 2), (29, 2)]",4,2023-02-15 09:24:48.449223473
Cust00027,2023-02-15 08:38:45.876282677,"[(203, 3)]",3,2023-02-15 09:44:45.876282677
Cust00028,2023-02-15 08:41:43.394148689,"[(263, 1), (93, 2)]",3,2023-02-15 10:40:43.394148689
Cust00029,2023-02-15 08:41:47.597568292,"[(256, 1), (8, 2), (75, 4), (102, 4)]",11,2023-02-15 09:48:47.597568292
Cust00030,2023-02-15 08:47:24.881857311,"[(115, 2)]",2,2023-02-15 10:02:24.881857311
Cust00031,2023-02-15 08:51:09.050185169,"[(47, 4), (7, 1), (3, 2)]",7,2023-02-15 09:30:09.050185169
Cust00032,2023-02-15 08:57:09.929581935,"[(198, 10), (44, 1), (240, 9)]",20,2023-02-15 10:39:09.929581935
Cust00033,2023-02-15 08:57:56.279078810,"[(98, 1)]",1,2023-02-15 10:53:56.279078810
Cust00034,2023-02-15 08:58:47.459486016,"[(23, 4)]",4,2023-02-15 10:40:47.459486016
Cust00035,2023-02-15 08:59:51.467346040,"[(33, 3)]",3,2023-02-15 10:06:51.467346040
Cust00036,2023-02-15 09:02:40.798383160,"[(287, 3)]",3,2023-02-15 10:47:40.798383160
Cust00037,2023-02-15 09:05:24.861608629,"[(231, 2), (104, 1), (118, 3)]",6,2023-02-15 10:28:24.861608629
Cust00038,2023-02-15 09:12:59.894616910,"[(132, 1), (62, 1), (28, 3)]",5,2023-02-15 10:47:59.894616910
Cust00039,2023-02-15 09:16:20.374086174,"[(303, 3), (45, 3), (86, 4)]",10,2023-02-15 11:03:20.374086174
Cust00040,2023-02-15 09:17:48.399567803,"[(127, 1), (59, 1), (205, 3), (117, 2)]",7,2023-02-15 10:19:48.399567803
Cust00041,2023-02-15 09:18:50.805288121,"[(42, 1), (64, 3)]",4,2023-02-15 10:38:50.805288121
Cust00042,2023-02-15 09:19:03.680172664,"[(51, 3), (15, 3)]",6,2023-02-15 11:19:03.680172664
