Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:10.163893748,"[(33, 4)]",4,2023-02-15 09:04:10.163893748
Cust00002,2023-02-15 08:00:18.369307307,"[(3, 2), (259, 3)]",5,2023-02-15 09:13:18.369307307
Cust00003,2023-02-15 08:00:26.149278213,"[(15, 1), (76, 2), (88, 3)]",6,2023-02-15 09:16:26.149278213
Cust00004,2023-02-15 08:00:28.703127817,"[(43, 2), (118, 2)]",4,2023-02-15 08:33:28.703127817
Cust00005,2023-02-15 08:00:38.231919276,"[(3, 3), (71, 4)]",7,2023-02-15 08:31:38.231919276
Cust00006,2023-02-15 08:00:48.903668396,"[(20, 4), (3, 3), (72, 1)]",8,2023-02-15 09:22:48.903668396
Cust00007,2023-02-15 08:00:51.827816240,"[(44, 1), (101, 3), (145, 2)]",6,2023-02-15 08:52:51.827816240
Cust00008,2023-02-15 08:01:23.848265560,"[(30, 4)]",4,2023-02-15 08:37:23.848265560
Cust00009,2023-02-15 08:01:32.446960027,"[(232, 1), (245, 2), (237, 2), (226, 3)]",8,2023-02-15 08:37:32.446960027
Cust00010,2023-02-15 08:01:33.727091849,"[(118, 3), (195, 1)]",4,2023-02-15 09:34:33.727091849
Cust00011,2023-02-15 08:01:43.413424243,"[(38, 1), (365, 2), (215, 2), (16, 2)]",7,2023-02-15 08:37:43.413424243
Cust00012,2023-02-15 08:01:52.556732944,"[(105, 2), (109, 1), (92, 1), (100, 1), (76, 3), (3, 1), (95, 2)]",11,2023-02-15 09:01:52.556732944
Cust00013,2023-02-15 08:01:56.300890475,"[(120, 2), (6, 1)]",3,2023-02-15 09:28:56.300890475
Cust00014,2023-02-15 08:02:31.217952811,"[(69, 3)]",3,2023-02-15 09:05:31.217952811
Cust00015,2023-02-15 08:02:31.947909961,"[(66, 5), (31, 5)]",10,2023-02-15 08:38:31.947909961
Cust00016,2023-02-15 08:02:32.307364874,"[(36, 1)]",1,2023-02-15 08:54:32.307364874
Cust00017,2023-02-15 08:02:47.256971174,"[(27, 3)]",3,2023-02-15 09:54:47.256971174
Cust00018,2023-02-15 08:02:52.810019048,"[(170, 3), (56, 6)]",9,2023-02-15 09:31:52.810019048
Cust00019,2023-02-15 08:02:55.421639558,"[(34, 8), (303, 3), (223, 1), (14, 1), (93, 2), (36, 2), (42, 2)]",19,2023-02-15 09:10:55.421639558
Cust00020,2023-02-15 08:03:05.565717515,"[(160, 2)]",2,2023-02-15 09:20:05.565717515
Cust00021,2023-02-15 08:03:07.815182786,"[(183, 4), (51, 1)]",5,2023-02-15 08:48:07.815182786
Cust00022,2023-02-15 08:03:15.424915233,"[(324, 1), (70, 3), (67, 1), (7, 3)]",8,2023-02-15 09:48:15.424915233
Cust00023,2023-02-15 08:03:26.708685215,"[(135, 2), (34, 4), (44, 2), (244, 2), (22, 1), (81, 1), (192, 4), (75, 1)]",17,2023-02-15 08:48:26.708685215
Cust00024,2023-02-15 08:03:32.482396768,"[(111, 2)]",2,2023-02-15 09:16:32.482396768
