Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:03.880681939,"[(340, 2)]",2,2023-02-15 09:11:03.880681939
Cust00002,2023-02-15 08:00:06.308485972,"[(340, 1), (240, 2), (53, 1)]",4,2023-02-15 08:59:06.308485972
Cust00003,2023-02-15 08:00:07.645546425,"[(44, 3), (304, 4), (49, 1), (322, 3)]",11,2023-02-15 09:10:07.645546425
Cust00004,2023-02-15 08:00:13.729496598,"[(66, 4), (199, 2)]",6,2023-02-15 08:42:13.729496598
Cust00005,2023-02-15 08:00:13.938158335,"[(238, 2)]",2,2023-02-15 09:26:13.938158335
Cust00006,2023-02-15 08:00:18.342770430,"[(80, 4), (9, 8), (129, 1)]",13,2023-02-15 08:50:18.342770430
Cust00007,2023-02-15 08:00:23.937782180,"[(3, 4), (103, 4)]",8,2023-02-15 08:56:23.937782180
Cust00008,2023-02-15 08:00:26.766326776,"[(148, 1)]",1,2023-02-15 09:43:26.766326776
Cust00009,2023-02-15 08:00:40.069416655,"[(274, 5)]",5,2023-02-15 08:31:40.069416655
Cust00010,2023-02-15 08:00:45.216149079,"[(160, 4), (91, 1)]",5,2023-02-15 09:31:45.216149079
Cust00011,2023-02-15 08:00:47.333010193,"[(244, 4), (38, 2)]",6,2023-02-15 08:33:47.333010193
Cust00012,2023-02-15 08:00:47.960536873,"[(95, 2)]",2,2023-02-15 09:37:47.960536873
Cust00013,2023-02-15 08:00:51.311062038,"[(162, 1)]",1,2023-02-15 09:11:51.311062038
Cust00014,2023-02-15 08:00:53.845718645,"[(277, 2), (74, 2)]",4,2023-02-15 08:50:53.845718645
Cust00015,2023-02-15 08:00:58.598240222,"[(146, 1), (227, 4), (138, 3)]",8,2023-02-15 09:35:58.598240222
Cust00016,2023-02-15 08:00:59.618510987,"[(72, 1)]",1,2023-02-15 09:11:59.618510987
Cust00017,2023-02-15 08:01:02.058017513,"[(64, 10), (106, 4)]",14,2023-02-15 08:47:02.058017513
Cust00018,2023-02-15 08:01:05.401604363,"[(103, 7)]",7,2023-02-15 09:17:05.401604363
Cust00019,2023-02-15 08:01:12.508791696,"[(301, 3), (93, 1), (48, 3)]",7,2023-02-15 09:04:12.508791696
Cust00020,2023-02-15 08:01:13.326279735,"[(208, 1)]",1,2023-02-15 09:23:13.326279735
Cust00021,2023-02-15 08:01:23.143554273,"[(242, 4), (107, 3), (73, 1), (11, 2)]",10,2023-02-15 09:16:23.143554273
Cust00022,2023-02-15 08:01:33.963447547,"[(202, 5), (133, 2), (43, 1)]",8,2023-02-15 09:11:33.963447547
Cust00023,2023-02-15 08:01:34.393981338,"[(45, 2), (313, 1), (61, 3)]",6,2023-02-15 09:40:34.393981338
Cust00024,2023-02-15 08:01:38.573277270,"[(64, 1)]",1,2023-02-15 09:18:38.573277270
Cust00025,2023-02-15 08:01:41.718127731,"[(157, 4), (45, 4)]",8,2023-02-15 09:39:41.718127731
Cust00026,2023-02-15 08:01:44.615412718,"[(55, 4)]",4,2023-02-15 08:53:44.615412718
Cust00027,2023-02-15 08:01:46.276160039,"[(21, 3), (73, 2)]",5,2023-02-15 08:51:46.276160039
Cust00028,2023-02-15 08:01:47.362958243,"[(28, 4), (292, 2), (109, 8), (33, 1)]",15,2023-02-15 08:54:47.362958243
Cust00029,2023-02-15 08:01:47.960066596,"[(81, 1)]",1,2023-02-15 09:55:47.960066596
Cust00030,2023-02-15 08:01:52.153793744,"[(47, 1)]",1,2023-02-15 09:32:52.153793744
Cust00031,2023-02-15 08:01:53.616593560,"[(254, 1)]",1,2023-02-15 08:56:53.616593560
Cust00032,2023-02-15 08:01:58.246773828,"[(103, 2)]",2,2023-02-15 08:52:58.246773828
