Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:01.975128888,"[(163, 9), (71, 4), (22, 1), (173, 3), (227, 1), (274, 1), (72, 2), (13, 1), (265, 1)]",23,2023-02-15 08:53:01.975128888
Cust00002,2023-02-15 08:00:11.422891370,"[(84, 1), (1, 3), (230, 2)]",6,2023-02-15 09:25:11.422891370
Cust00003,2023-02-15 08:00:29.909374731,"[(49, 1), (186, 6), (83, 4), (256, 1), (172, 4)]",16,2023-02-15 08:36:29.909374731
Cust00004,2023-02-15 08:00:31.965406744,"[(349, 1), (93, 2), (63, 3)]",6,2023-02-15 09:02:31.965406744
Cust00005,2023-02-15 08:00:36.019071135,"[(136, 2)]",2,2023-02-15 08:41:36.019071135
Cust00006,2023-02-15 08:00:48.091844825,"[(96, 3), (29, 3)]",6,2023-02-15 09:55:48.091844825
Cust00007,2023-02-15 08:00:48.424402996,"[(13, 2), (1, 4)]",6,2023-02-15 09:38:48.424402996
Cust00008,2023-02-15 08:00:49.920532394,"[(93, 1), (210, 2)]",3,2023-02-15 08:43:49.920532394
Cust00009,2023-02-15 08:00:52.155192932,"[(48, 9), (140, 1), (38, 2)]",12,2023-02-15 08:48:52.155192932
Cust00010,2023-02-15 08:01:04.932143622,"[(33, 7), (71, 2)]",9,2023-02-15 09:20:04.932143622
Cust00011,2023-02-15 08:01:05.338469636,"[(11, 1), (41, 4)]",5,2023-02-15 09:52:05.338469636
Cust00012,2023-02-15 08:01:07.105367434,"[(16, 4)]",4,2023-02-15 09:43:07.105367434
Cust00013,2023-02-15 08:01:15.422029648,"[(134, 1), (360, 4)]",5,2023-02-15 09:24:15.422029648
Cust00014,2023-02-15 08:01:20.292712357,"[(141, 2), (80, 1)]",3,2023-02-15 09:39:20.292712357
Cust00015,2023-02-15 08:01:27.328017085,"[(125, 4), (111, 1)]",5,2023-02-15 09:56:27.328017085
Cust00016,2023-02-15 08:01:39.798771780,"[(35, 1), (38, 2), (161, 4), (71, 3)]",10,2023-02-15 09:47:39.798771780
Cust00017,2023-02-15 08:01:51.067066632,"[(156, 1)]",1,2023-02-15 08:36:51.067066632
Cust00018,2023-02-15 08:01:51.469435378,"[(78, 1)]",1,2023-02-15 08:57:51.469435378
Cust00019,2023-02-15 08:02:04.871735721,"[(196, 2), (3, 2)]",4,2023-02-15 09:16:04.871735721
Cust00020,2023-02-15 08:02:08.171953172,"[(40, 2), (283, 2)]",4,2023-02-15 09:11:08.171953172
Cust00021,2023-02-15 08:02:13.193969358,"[(38, 1), (28, 4), (20, 4), (1, 1)]",10,2023-02-15 09:42:13.193969358
Cust00022,2023-02-15 08:02:23.509136563,"[(109, 1), (169, 2), (167, 3), (73, 1), (10, 2), (135, 3)]",12,2023-02-15 09:52:23.509136563
Cust00023,2023-02-15 08:02:37.043434437,"[(18, 1)]",1,2023-02-15 09:13:37.043434437
Cust00024,2023-02-15 08:02:57.772467713,"[(267, 2)]",2,2023-02-15 09:37:57.772467713
Cust00025,2023-02-15 08:02:58.498630472,"[(14, 5)]",5,2023-02-15 09:38:58.498630472
Cust00026,2023-02-15 08:03:00.887696342,"[(28, 4)]",4,2023-02-15 09:26:00.887696342
Cust00027,2023-02-15 08:03:09.175841822,"[(138, 10)]",10,2023-02-15 09:01:09.175841822
Cust00028,2023-02-15 08:03:45.392510838,"[(205, 2), (36, 2)]",4,2023-02-15 09:14:45.392510838
Cust00029,2023-02-15 08:03:52.509032622,"[(21, 1)]",1,2023-02-15 08:36:52.509032622
Cust00030,2023-02-15 08:04:01.882982596,"[(23, 1), (124, 2), (121, 4)]",7,2023-02-15 08:34:01.882982596
Cust00031,2023-02-15 08:04:10.048819683,"[(31, 2), (200, 3), (273, 4), (166, 1), (132, 2), (106, 1), (43, 2), (96, 1), (20, 2)]",18,2023-02-15 08:55:10.048819683
Cust00032,2023-02-15 08:04:26.865403724,"[(161, 8), (42, 3)]",11,2023-02-15 09:10:26.865403724
Cust00033,2023-02-15 08:04:30.796470394,"[(25, 3), (104, 2), (291, 4)]",9,2023-02-15 08:47:30.796470394
Cust00034,2023-02-15 08:04:36.802479833,"[(57, 2), (287, 1), (101, 3), (93, 4), (296, 1), (35, 1), (10, 2), (89, 2)]",16,2023-02-15 09:33:36.802479833
Cust00035,2023-02-15 08:04:38.014973772,"[(74, 1), (16, 1), (17, 1)]",3,2023-02-15 09:16:38.014973772
Cust00036,2023-02-15 08:04:44.616116595,"[(66, 1), (62, 1), (237, 3)]",5,2023-02-15 09:28:44.616116595
Cust00037,2023-02-15 08:05:01.923466765,"[(119, 1)]",1,2023-02-15 08:51:01.923466765
Cust00038,2023-02-15 08:05:03.111918132,"[(170, 3)]",3,2023-02-15 10:03:03.111918132
Cust00039,2023-02-15 08:05:06.296026159,"[(167, 3), (181, 6)]",9,2023-02-15 09:59:06.296026159
Cust00040,2023-02-15 08:05:13.733602800,"[(61, 1)]",1,2023-02-15 09:11:13.733602800
Cust00041,2023-02-15 08:05:19.671726894,"[(77, 2), (105, 4), (280, 1)]",7,2023-02-15 09:17:19.671726894
Cust00042,2023-02-15 08:05:35.225571341,"[(162, 3), (42, 3)]",6,2023-02-15 08:43:35.225571341
Cust00043,2023-02-15 08:05:44.145443217,"[(252, 2), (144, 3)]",5,2023-02-15 09:09:44.145443217
Cust00044,2023-02-15 08:05:48.307705859,"[(159, 3), (201, 2), (302, 2), (137, 3)]",10,2023-02-15 08:42:48.307705859
Cust00045,2023-02-15 08:05:53.067098770,"[(205, 3), (30, 3)]",6,2023-02-15 09:15:53.067098770
Cust00046,2023-02-15 08:05:56.263625193,"[(32, 3), (149, 4)]",7,2023-02-15 08:39:56.263625193
Cust00047,2023-02-15 08:05:56.904349697,"[(229, 1), (95, 3), (45, 1)]",5,2023-02-15 08:54:56.904349697
Cust00048,2023-02-15 08:06:07.523687536,"[(10, 1), (18, 2), (6, 3), (45, 1)]",7,2023-02-15 09:10:07.523687536
Cust00049,2023-02-15 08:06:14.943591320,"[(48, 1), (317, 2), (247, 3)]",6,2023-02-15 09:38:14.943591320
Cust00050,2023-02-15 08:06:21.629136725,"[(106, 4), (205, 2)]",6,2023-02-15 09:44:21.629136725
Cust00051,2023-02-15 08:06:22.884877074,"[(34, 3), (198, 10), (44, 3)]",16,2023-02-15 09:05:22.884877074
Cust00052,2023-02-15 08:06:29.908017910,"[(80, 3)]",3,2023-02-15 09:00:29.908017910
Cust00053,2023-02-15 08:06:31.738286482,"[(80, 2), (67, 2), (60, 3), (155, 1)]",8,2023-02-15 08:38:31.738286482
Cust00054,2023-02-15 08:06:34.474715958,"[(30, 4), (72, 3)]",7,2023-02-15 10:01:34.474715958
Cust00055,2023-02-15 08:06:49.366682867,"[(102, 5), (46, 1), (129, 3), (44, 4)]",13,2023-02-15 08:36:49.366682867
Cust00056,2023-02-15 08:07:01.362097336,"[(65, 2)]",2,2023-02-15 09:52:01.362097336
Cust00057,2023-02-15 08:07:09.049537096,"[(123, 8), (47, 3), (86, 1), (109, 4)]",16,2023-02-15 08:50:09.049537096
Cust00058,2023-02-15 08:07:10.417550950,"[(134, 4), (27, 1)]",5,2023-02-15 10:00:10.417550950
Cust00059,2023-02-15 08:07:19.015092604,"[(40, 2)]",2,2023-02-15 09:33:19.015092604
Cust00060,2023-02-15 08:07:22.157598775,"[(266, 4), (52, 1)]",5,2023-02-15 09:50:22.157598775
Cust00061,2023-02-15 08:07:25.578339718,"[(358, 9), (282, 3)]",12,2023-02-15 09:09:25.578339718
Cust00062,2023-02-15 08:07:40.026653549,"[(106, 3), (85, 1)]",4,2023-02-15 09:09:40.026653549
Cust00063,2023-02-15 08:07:48.414899638,"[(15, 2), (117, 4), (111, 4)]",10,2023-02-15 09:02:48.414899638
Cust00064,2023-02-15 08:07:50.940228095,"[(34, 2)]",2,2023-02-15 09:32:50.940228095
Cust00065,2023-02-15 08:07:50.954466202,"[(65, 4), (115, 3)]",7,2023-02-15 09:27:50.954466202
Cust00066,2023-02-15 08:07:55.532984496,"[(7, 1)]",1,2023-02-15 09:53:55.532984496
Cust00067,2023-02-15 08:08:14.519518901,"[(182, 1)]",1,2023-02-15 08:49:14.519518901
Cust00068,2023-02-15 08:08:17.323968002,"[(89, 2), (141, 1), (303, 1), (36, 2)]",6,2023-02-15 08:51:17.323968002
Cust00069,2023-02-15 08:08:29.736642759,"[(54, 2)]",2,2023-02-15 09:18:29.736642759
Cust00070,2023-02-15 08:08:37.803397618,"[(39, 3), (240, 1), (119, 1), (36, 2)]",7,2023-02-15 08:42:37.803397618
Cust00071,2023-02-15 08:08:41.930024097,"[(170, 3), (3, 9), (336, 3)]",15,2023-02-15 09:54:41.930024097
Cust00072,2023-02-15 08:08:49.463667773,"[(228, 2), (70, 4), (7, 2), (100, 5), (74, 3)]",16,2023-02-15 09:48:49.463667773
Cust00073,2023-02-15 08:09:13.225158043,"[(17, 1), (61, 1), (348, 1)]",3,2023-02-15 10:08:13.225158043
Cust00074,2023-02-15 08:09:37.055756077,"[(56, 1), (197, 1)]",2,2023-02-15 09:59:37.055756077
Cust00075,2023-02-15 08:09:50.822636742,"[(32, 1)]",1,2023-02-15 09:44:50.822636742
Cust00076,2023-02-15 08:09:54.419098583,"[(24, 1), (13, 4)]",5,2023-02-15 09:22:54.419098583
Cust00077,2023-02-15 08:09:57.454217023,"[(86, 4), (1, 4)]",8,2023-02-15 09:35:57.454217023
Cust00078,2023-02-15 08:10:03.487228186,"[(97, 2), (215, 1)]",3,2023-02-15 08:41:03.487228186
Cust00079,2023-02-15 08:10:06.006440763,"[(120, 3), (29, 1)]",4,2023-02-15 09:09:06.006440763
Cust00080,2023-02-15 08:10:06.593079238,"[(66, 1)]",1,2023-02-15 09:21:06.593079238
Cust00081,2023-02-15 08:10:28.021725298,"[(98, 1), (113, 3)]",4,2023-02-15 09:14:28.021725298
Cust00082,2023-02-15 08:10:28.861294546,"[(38, 3)]",3,2023-02-15 09:41:28.861294546
Cust00083,2023-02-15 08:10:48.548368991,"[(98, 2), (20, 1), (125, 3), (39, 3)]",9,2023-02-15 08:51:48.548368991
Cust00084,2023-02-15 08:11:05.946556748,"[(303, 1)]",1,2023-02-15 09:57:05.946556748
Cust00085,2023-02-15 08:11:18.956024146,"[(7, 4), (94, 2)]",6,2023-02-15 09:43:18.956024146
Cust00086,2023-02-15 08:11:20.543442541,"[(124, 1)]",1,2023-02-15 08:50:20.543442541
Cust00087,2023-02-15 08:11:27.655814692,"[(270, 1)]",1,2023-02-15 08:54:27.655814692
Cust00088,2023-02-15 08:11:35.626117296,"[(149, 3), (121, 3)]",6,2023-02-15 09:58:35.626117296
Cust00089,2023-02-15 08:11:37.573216029,"[(123, 1)]",1,2023-02-15 08:45:37.573216029
