Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:01:09.526196483,"[(236, 10), (40, 2), (162, 4)]",16,2023-02-15 08:37:09.526196483
Cust00002,2023-02-15 08:01:32.450222075,"[(72, 4), (75, 4)]",8,2023-02-15 08:56:32.450222075
Cust00003,2023-02-15 08:02:03.259808066,"[(7, 3), (173, 4), (15, 1)]",8,2023-02-15 08:44:03.259808066
Cust00004,2023-02-15 08:02:57.475648372,"[(273, 2)]",2,2023-02-15 08:38:57.475648372
Cust00005,2023-02-15 08:03:29.186819113,"[(255, 3), (19, 1)]",4,2023-02-15 09:09:29.186819113
Cust00006,2023-02-15 08:04:21.331371091,"[(229, 1), (294, 2), (38, 4)]",7,2023-02-15 09:24:21.331371091
Cust00007,2023-02-15 08:05:09.182219702,"[(273, 2), (33, 2)]",4,2023-02-15 08:53:09.182219702
Cust00008,2023-02-15 08:05:17.000449775,"[(210, 3), (33, 1), (99, 2), (150, 1)]",7,2023-02-15 09:32:17.000449775
Cust00009,2023-02-15 08:05:36.740461409,"[(268, 3), (182, 1), (48, 1)]",5,2023-02-15 08:36:36.740461409
Cust00010,2023-02-15 08:06:22.642375777,"[(281, 3)]",3,2023-02-15 09:57:22.642375777
Cust00011,2023-02-15 08:06:25.380724299,"[(70, 2), (74, 2), (334, 3), (177, 1)]",8,2023-02-15 09:33:25.380724299
Cust00012,2023-02-15 08:06:37.874330294,"[(194, 2), (72, 3)]",5,2023-02-15 09:09:37.874330294
Cust00013,2023-02-15 08:06:58.233292301,"[(269, 4), (343, 7), (26, 10)]",21,2023-02-15 08:59:58.233292301
Cust00014,2023-02-15 08:07:36.048959918,"[(83, 2), (302, 3), (258, 4)]",9,2023-02-15 09:45:36.048959918
Cust00015,2023-02-15 08:07:48.191342759,"[(234, 4), (80, 2)]",6,2023-02-15 09:29:48.191342759
Cust00016,2023-02-15 08:08:07.927255314,"[(32, 1), (109, 2)]",3,2023-02-15 09:41:07.927255314
Cust00017,2023-02-15 08:08:28.104453180,"[(330, 2), (240, 3)]",5,2023-02-15 08:45:28.104453180
Cust00018,2023-02-15 08:09:11.513136263,"[(83, 1)]",1,2023-02-15 09:01:11.513136263
Cust00019,2023-02-15 08:10:25.400261187,"[(193, 4), (268, 1)]",5,2023-02-15 09:53:25.400261187
Cust00020,2023-02-15 08:10:27.643390738,"[(151, 3), (25, 3), (199, 3)]",9,2023-02-15 09:47:27.643390738
Cust00021,2023-02-15 08:10:51.796706989,"[(48, 2), (25, 3), (13, 2), (206, 4)]",11,2023-02-15 09:21:51.796706989
Cust00022,2023-02-15 08:11:17.900042426,"[(140, 1), (8, 1), (232, 1)]",3,2023-02-15 09:27:17.900042426
Cust00023,2023-02-15 08:12:20.214780954,"[(163, 2), (131, 2)]",4,2023-02-15 09:21:20.214780954
Cust00024,2023-02-15 08:12:26.724383376,"[(187, 2), (294, 3), (271, 2), (57, 3)]",10,2023-02-15 09:06:26.724383376
Cust00025,2023-02-15 08:13:13.778038362,"[(157, 2), (136, 2)]",4,2023-02-15 09:29:13.778038362
Cust00026,2023-02-15 08:13:19.290538702,"[(379, 1), (193, 1), (205, 2)]",4,2023-02-15 09:04:19.290538702
Cust00027,2023-02-15 08:13:49.620011800,"[(77, 1), (30, 3), (44, 4)]",8,2023-02-15 08:55:49.620011800
Cust00028,2023-02-15 08:13:53.341100551,"[(99, 1), (286, 1), (69, 4)]",6,2023-02-15 09:34:53.341100551
Cust00029,2023-02-15 08:14:20.622521563,"[(68, 4)]",4,2023-02-15 10:01:20.622521563
Cust00030,2023-02-15 08:14:49.583767933,"[(138, 2)]",2,2023-02-15 09:46:49.583767933
Cust00031,2023-02-15 08:17:16.761461798,"[(132, 1), (56, 4), (252, 1)]",6,2023-02-15 08:50:16.761461798
Cust00032,2023-02-15 08:18:37.815118784,"[(33, 4), (120, 4), (54, 4), (104, 1)]",13,2023-02-15 09:25:37.815118784
Cust00033,2023-02-15 08:18:56.319281206,"[(173, 4), (10, 6), (175, 4), (116, 3)]",17,2023-02-15 09:45:56.319281206
Cust00034,2023-02-15 08:20:03.901497089,"[(113, 3), (23, 3)]",6,2023-02-15 10:09:03.901497089
Cust00035,2023-02-15 08:20:27.446979668,"[(132, 2), (114, 1), (33, 1), (198, 6), (194, 2), (197, 4)]",16,2023-02-15 09:27:27.446979668
Cust00036,2023-02-15 08:20:56.717817189,"[(115, 3), (118, 4), (47, 2)]",9,2023-02-15 10:13:56.717817189
Cust00037,2023-02-15 08:22:48.947055264,"[(19, 1), (273, 2), (294, 2), (10, 2)]",7,2023-02-15 09:31:48.947055264
Cust00038,2023-02-15 08:23:13.149704706,"[(108, 1), (173, 7)]",8,2023-02-15 08:54:13.149704706
Cust00039,2023-02-15 08:23:24.640955175,"[(9, 2)]",2,2023-02-15 10:00:24.640955175
Cust00040,2023-02-15 08:23:29.300337976,"[(47, 2)]",2,2023-02-15 09:09:29.300337976
Cust00041,2023-02-15 08:24:07.574381773,"[(111, 4)]",4,2023-02-15 08:56:07.574381773
Cust00042,2023-02-15 08:25:03.474303416,"[(155, 2), (16, 1)]",3,2023-02-15 10:13:03.474303416
