Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:05.046247001,"[(86, 3), (112, 1), (164, 2), (162, 3)]",9,2023-02-15 09:17:05.046247001
Cust00002,2023-02-15 08:00:44.930873633,"[(133, 2), (271, 3)]",5,2023-02-15 09:45:44.930873633
Cust00003,2023-02-15 08:02:16.679048923,"[(263, 1)]",1,2023-02-15 09:32:16.679048923
Cust00004,2023-02-15 08:03:36.508665855,"[(172, 1), (202, 1)]",2,2023-02-15 08:53:36.508665855
Cust00005,2023-02-15 08:03:54.348712785,"[(106, 1), (209, 2)]",3,2023-02-15 08:51:54.348712785
Cust00006,2023-02-15 08:04:10.081822654,"[(90, 1), (80, 2), (215, 3)]",6,2023-02-15 09:46:10.081822654
Cust00007,2023-02-15 08:04:21.910030804,"[(79, 1), (15, 2), (117, 1)]",4,2023-02-15 09:58:21.910030804
Cust00008,2023-02-15 08:05:03.369062998,"[(102, 3)]",3,2023-02-15 08:54:03.369062998
Cust00009,2023-02-15 08:05:43.737360682,"[(129, 5)]",5,2023-02-15 09:00:43.737360682
Cust00010,2023-02-15 08:06:21.858991180,"[(152, 4), (189, 3)]",7,2023-02-15 09:19:21.858991180
Cust00011,2023-02-15 08:07:20.636111384,"[(15, 1), (119, 2), (130, 3)]",6,2023-02-15 08:52:20.636111384
Cust00012,2023-02-15 08:07:42.478723637,"[(192, 1), (53, 1), (93, 3)]",5,2023-02-15 08:37:42.478723637
Cust00013,2023-02-15 08:11:06.136319614,"[(241, 4), (31, 3), (203, 1)]",8,2023-02-15 09:36:06.136319614
Cust00014,2023-02-15 08:13:42.307059694,"[(90, 3)]",3,2023-02-15 09:28:42.307059694
Cust00015,2023-02-15 08:13:47.312370314,"[(362, 3)]",3,2023-02-15 08:57:47.312370314
Cust00016,2023-02-15 08:15:34.357377717,"[(89, 4), (48, 4), (176, 1), (157, 2)]",11,2023-02-15 09:11:34.357377717
Cust00017,2023-02-15 08:16:03.102041523,"[(4, 4)]",4,2023-02-15 10:08:03.102041523
Cust00018,2023-02-15 08:16:04.173446001,"[(59, 1), (90, 3)]",4,2023-02-15 10:10:04.173446001
Cust00019,2023-02-15 08:16:14.511699689,"[(94, 1), (174, 2), (119, 2), (188, 1)]",6,2023-02-15 08:57:14.511699689
Cust00020,2023-02-15 08:18:30.208210123,"[(115, 1), (18, 3)]",4,2023-02-15 09:10:30.208210123
Cust00021,2023-02-15 08:18:42.950322789,"[(85, 1), (91, 1)]",2,2023-02-15 10:03:42.950322789
Cust00022,2023-02-15 08:19:03.451708682,"[(259, 1)]",1,2023-02-15 10:07:03.451708682
Cust00023,2023-02-15 08:20:40.335442163,"[(311, 4), (171, 1)]",5,2023-02-15 09:49:40.335442163
Cust00024,2023-02-15 08:20:44.948997957,"[(19, 1), (40, 8), (68, 3), (11, 3)]",15,2023-02-15 09:47:44.948997957
Cust00025,2023-02-15 08:21:30.861160278,"[(234, 3), (221, 3)]",6,2023-02-15 09:30:30.861160278
Cust00026,2023-02-15 08:21:34.033465511,"[(99, 3), (47, 8), (195, 2)]",13,2023-02-15 09:52:34.033465511
Cust00027,2023-02-15 08:21:38.252195193,"[(95, 1), (75, 4), (11, 4), (19, 1), (16, 9), (132, 2), (101, 2), (344, 1), (78, 3), (26, 4)]",31,2023-02-15 09:40:38.252195193
Cust00028,2023-02-15 08:22:53.202402184,"[(59, 5), (157, 2)]",7,2023-02-15 09:35:53.202402184
Cust00029,2023-02-15 08:24:38.709340703,"[(141, 2)]",2,2023-02-15 08:57:38.709340703
Cust00030,2023-02-15 08:24:49.201475535,"[(215, 7), (104, 2), (1, 4), (150, 2)]",15,2023-02-15 10:20:49.201475535
Cust00031,2023-02-15 08:24:57.866513861,"[(60, 2)]",2,2023-02-15 09:45:57.866513861
Cust00032,2023-02-15 08:26:11.436834409,"[(139, 3), (32, 1), (127, 3), (271, 4)]",11,2023-02-15 09:18:11.436834409
Cust00033,2023-02-15 08:27:00.369196932,"[(95, 1)]",1,2023-02-15 09:49:00.369196932
Cust00034,2023-02-15 08:27:09.147814028,"[(120, 10), (299, 2), (186, 1)]",13,2023-02-15 09:49:09.147814028
Cust00035,2023-02-15 08:27:42.330374416,"[(20, 4), (39, 4), (14, 2)]",10,2023-02-15 10:16:42.330374416
Cust00036,2023-02-15 08:29:32.461143315,"[(20, 1)]",1,2023-02-15 09:18:32.461143315
Cust00037,2023-02-15 08:29:46.079883580,"[(91, 2), (19, 3)]",5,2023-02-15 09:38:46.079883580
Cust00038,2023-02-15 08:32:12.456894389,"[(23, 1), (199, 2), (104, 3)]",6,2023-02-15 10:25:12.456894389
Cust00039,2023-02-15 08:32:22.052646237,"[(53, 4)]",4,2023-02-15 10:12:22.052646237
Cust00040,2023-02-15 08:32:42.751935907,"[(61, 3)]",3,2023-02-15 09:08:42.751935907
Cust00041,2023-02-15 08:35:02.546411099,"[(222, 2), (11, 2)]",4,2023-02-15 09:31:02.546411099
Cust00042,2023-02-15 08:35:56.965374371,"[(130, 3), (3, 7), (50, 3), (43, 1)]",14,2023-02-15 10:06:56.965374371
Cust00043,2023-02-15 08:36:35.602692573,"[(23, 2), (16, 4), (108, 1)]",7,2023-02-15 10:33:35.602692573
Cust00044,2023-02-15 08:37:41.520555693,"[(33, 1)]",1,2023-02-15 09:53:41.520555693
Cust00045,2023-02-15 08:39:25.318377104,"[(112, 3), (51, 1)]",4,2023-02-15 10:08:25.318377104
Cust00046,2023-02-15 08:39:47.115598518,"[(2, 3), (111, 3), (197, 1), (47, 4)]",11,2023-02-15 09:21:47.115598518
Cust00047,2023-02-15 08:41:04.422555751,"[(75, 4), (214, 1), (265, 3), (235, 2)]",10,2023-02-15 10:16:04.422555751
Cust00048,2023-02-15 08:42:42.666134863,"[(16, 2), (97, 4), (47, 1)]",7,2023-02-15 09:17:42.666134863
Cust00049,2023-02-15 08:44:19.707276911,"[(141, 4)]",4,2023-02-15 10:37:19.707276911
Cust00050,2023-02-15 08:44:51.216432561,"[(74, 4)]",4,2023-02-15 10:31:51.216432561
Cust00051,2023-02-15 08:45:09.129299582,"[(90, 3), (268, 4), (6, 1)]",8,2023-02-15 10:12:09.129299582
Cust00052,2023-02-15 08:46:31.435070902,"[(99, 3), (128, 2)]",5,2023-02-15 10:16:31.435070902
Cust00053,2023-02-15 08:49:08.507234891,"[(217, 3), (20, 4), (66, 7), (107, 1)]",15,2023-02-15 10:25:08.507234891
Cust00054,2023-02-15 08:50:19.621069767,"[(112, 1), (227, 1)]",2,2023-02-15 10:21:19.621069767
Cust00055,2023-02-15 08:51:35.394905186,"[(34, 3), (134, 1)]",4,2023-02-15 10:13:35.394905186
Cust00056,2023-02-15 08:54:56.539012612,"[(69, 1), (75, 4), (190, 4), (35, 4)]",13,2023-02-15 09:27:56.539012612
Cust00057,2023-02-15 08:55:06.366673054,"[(226, 1), (72, 2), (13, 1), (68, 3)]",7,2023-02-15 10:05:06.366673054
Cust00058,2023-02-15 08:55:42.201174902,"[(211, 1), (97, 3)]",4,2023-02-15 10:30:42.201174902
Cust00059,2023-02-15 08:56:37.122760943,"[(143, 3), (41, 4), (164, 2)]",9,2023-02-15 09:44:37.122760943
Cust00060,2023-02-15 08:57:01.115584939,"[(56, 4), (159, 3), (207, 1)]",8,2023-02-15 09:50:01.115584939
Cust00061,2023-02-15 08:57:36.945267314,"[(130, 3), (169, 1), (20, 3)]",7,2023-02-15 10:37:36.945267314
Cust00062,2023-02-15 08:58:31.857216997,"[(11, 2), (197, 2), (86, 1), (7, 2), (214, 2), (99, 1), (75, 1), (134, 1), (70, 2)]",14,2023-02-15 10:13:31.857216997
Cust00063,2023-02-15 08:59:14.532161622,"[(58, 1), (40, 4)]",5,2023-02-15 10:59:14.532161622
Cust00064,2023-02-15 08:59:36.463876739,"[(72, 3), (47, 4), (82, 5)]",12,2023-02-15 10:06:36.463876739
Cust00065,2023-02-15 09:01:04.616179475,"[(185, 2)]",2,2023-02-15 10:10:04.616179475
Cust00066,2023-02-15 09:01:48.012794100,"[(4, 2), (26, 3)]",5,2023-02-15 11:01:48.012794100
Cust00067,2023-02-15 09:02:30.481274810,"[(173, 3), (234, 1)]",4,2023-02-15 10:36:30.481274810
Cust00068,2023-02-15 09:03:01.459693122,"[(10, 1), (64, 3), (200, 3), (53, 3), (129, 1), (253, 4), (204, 2), (108, 1), (98, 1)]",19,2023-02-15 10:29:01.459693122
Cust00069,2023-02-15 09:04:58.836123564,"[(93, 1), (326, 3)]",4,2023-02-15 10:23:58.836123564
Cust00070,2023-02-15 09:05:12.663437371,"[(54, 2), (134, 1), (113, 4)]",7,2023-02-15 10:48:12.663437371
Cust00071,2023-02-15 09:07:55.598733421,"[(30, 10)]",10,2023-02-15 10:59:55.598733421
Cust00072,2023-02-15 09:08:56.884799479,"[(57, 4)]",4,2023-02-15 10:52:56.884799479
