Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:05.743425715,"[(47, 1), (170, 7)]",8,2023-02-15 09:24:05.743425715
Cust00002,2023-02-15 08:00:17.348429117,"[(101, 2), (350, 1), (78, 4)]",7,2023-02-15 09:16:17.348429117
Cust00003,2023-02-15 08:00:18.278236326,"[(139, 2), (166, 4), (179, 3), (206, 3)]",12,2023-02-15 08:36:18.278236326
Cust00004,2023-02-15 08:00:20.507046239,"[(127, 1), (34, 4), (179, 2), (55, 1)]",8,2023-02-15 08:47:20.507046239
Cust00005,2023-02-15 08:00:29.282827657,"[(128, 8)]",8,2023-02-15 09:09:29.282827657
Cust00006,2023-02-15 08:00:29.524405646,"[(2, 1), (76, 2), (228, 3), (158, 2), (178, 4), (46, 3), (100, 2), (139, 3)]",20,2023-02-15 09:37:29.524405646
Cust00007,2023-02-15 08:00:30.540152057,"[(17, 2)]",2,2023-02-15 09:37:30.540152057
Cust00008,2023-02-15 08:00:30.841648053,"[(87, 2)]",2,2023-02-15 09:21:30.841648053
Cust00009,2023-02-15 08:00:31.877314888,"[(283, 1)]",1,2023-02-15 08:36:31.877314888
Cust00010,2023-02-15 08:00:32.368727499,"[(61, 4), (173, 1), (9, 3), (205, 9)]",17,2023-02-15 08:40:32.368727499
Cust00011,2023-02-15 08:00:33.577493664,"[(25, 3), (44, 1)]",4,2023-02-15 08:48:33.577493664
Cust00012,2023-02-15 08:00:36.586643396,"[(29, 4), (16, 2), (44, 1), (340, 3)]",10,2023-02-15 09:37:36.586643396
Cust00013,2023-02-15 08:00:40.661620558,"[(9, 2), (91, 3), (169, 2)]",7,2023-02-15 08:53:40.661620558
Cust00014,2023-02-15 08:00:45.007786190,"[(41, 1), (69, 4), (350, 9), (87, 1)]",15,2023-02-15 09:50:45.007786190
Cust00015,2023-02-15 08:00:58.799522906,"[(76, 2), (63, 1)]",3,2023-02-15 09:38:58.799522906
Cust00016,2023-02-15 08:01:05.411778677,"[(96, 2), (124, 3), (7, 4)]",9,2023-02-15 09:31:05.411778677
