Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:06.996839630,"[(74, 2), (276, 1)]",3,2023-02-15 09:27:06.996839630
Cust00002,2023-02-15 08:00:23.219541716,"[(336, 1), (44, 1)]",2,2023-02-15 08:38:23.219541716
Cust00003,2023-02-15 08:00:36.463721971,"[(74, 3), (41, 2), (259, 3)]",8,2023-02-15 09:41:36.463721971
Cust00004,2023-02-15 08:01:14.348174576,"[(98, 3), (181, 1)]",4,2023-02-15 09:58:14.348174576
Cust00005,2023-02-15 08:01:26.089799284,"[(66, 3), (200, 1), (209, 1), (43, 3)]",8,2023-02-15 09:30:26.089799284
Cust00006,2023-02-15 08:01:51.036570617,"[(156, 3)]",3,2023-02-15 09:14:51.036570617
Cust00007,2023-02-15 08:01:55.385227074,"[(200, 1), (105, 2), (161, 3)]",6,2023-02-15 09:56:55.385227074
Cust00008,2023-02-15 08:02:20.369452382,"[(59, 10), (171, 4), (131, 1)]",15,2023-02-15 09:27:20.369452382
Cust00009,2023-02-15 08:03:34.732140431,"[(75, 4), (157, 4), (105, 1), (9, 7)]",16,2023-02-15 08:49:34.732140431
Cust00010,2023-02-15 08:03:49.981026278,"[(31, 4), (121, 1), (302, 3)]",8,2023-02-15 10:00:49.981026278
Cust00011,2023-02-15 08:04:18.060817404,"[(22, 3), (291, 4), (25, 4), (135, 7)]",18,2023-02-15 09:39:18.060817404
Cust00012,2023-02-15 08:05:33.369268472,"[(32, 2)]",2,2023-02-15 10:01:33.369268472
Cust00013,2023-02-15 08:05:45.484028279,"[(267, 2), (153, 1)]",3,2023-02-15 09:31:45.484028279
Cust00014,2023-02-15 08:05:46.920996732,"[(2, 1), (172, 3), (103, 2), (76, 1)]",7,2023-02-15 10:00:46.920996732
Cust00015,2023-02-15 08:06:34.294741871,"[(57, 2), (11, 2), (104, 4), (58, 2)]",10,2023-02-15 09:52:34.294741871
Cust00016,2023-02-15 08:07:20.111844866,"[(101, 2), (65, 2), (19, 3)]",7,2023-02-15 09:29:20.111844866
Cust00017,2023-02-15 08:07:39.335912436,"[(105, 4), (7, 1), (51, 1), (78, 1)]",7,2023-02-15 09:01:39.335912436
Cust00018,2023-02-15 08:08:29.108377748,"[(169, 1), (62, 2), (1, 1)]",4,2023-02-15 08:41:29.108377748
Cust00019,2023-02-15 08:08:36.066120103,"[(196, 8), (94, 3), (333, 3), (361, 3)]",17,2023-02-15 10:02:36.066120103
Cust00020,2023-02-15 08:09:16.708688189,"[(195, 1), (116, 4), (33, 4)]",9,2023-02-15 10:06:16.708688189
Cust00021,2023-02-15 08:09:21.710921480,"[(107, 3), (164, 3)]",6,2023-02-15 09:11:21.710921480
Cust00022,2023-02-15 08:09:26.634897719,"[(2, 4)]",4,2023-02-15 09:12:26.634897719
Cust00023,2023-02-15 08:09:42.108537495,"[(197, 2)]",2,2023-02-15 08:50:42.108537495
Cust00024,2023-02-15 08:09:55.661654386,"[(104, 3), (128, 2), (32, 2)]",7,2023-02-15 09:47:55.661654386
Cust00025,2023-02-15 08:10:12.142585783,"[(149, 1)]",1,2023-02-15 09:36:12.142585783
Cust00026,2023-02-15 08:11:03.726054680,"[(8, 3), (95, 2)]",5,2023-02-15 09:18:03.726054680
Cust00027,2023-02-15 08:11:27.879255439,"[(35, 2), (66, 2), (252, 1), (73, 1)]",6,2023-02-15 09:45:27.879255439
Cust00028,2023-02-15 08:12:30.526057984,"[(19, 1)]",1,2023-02-15 10:09:30.526057984
Cust00029,2023-02-15 08:13:19.276935264,"[(185, 3), (42, 1), (255, 1)]",5,2023-02-15 09:54:19.276935264
Cust00030,2023-02-15 08:13:41.168377823,"[(269, 2), (36, 4), (79, 1), (18, 2)]",9,2023-02-15 09:07:41.168377823
Cust00031,2023-02-15 08:15:13.094236015,"[(151, 4), (108, 1), (29, 1), (36, 3)]",9,2023-02-15 09:41:13.094236015
Cust00032,2023-02-15 08:16:07.524355916,"[(68, 3), (90, 1)]",4,2023-02-15 08:59:07.524355916
Cust00033,2023-02-15 08:16:23.447790668,"[(3, 1), (314, 4)]",5,2023-02-15 09:14:23.447790668
Cust00034,2023-02-15 08:17:04.588810916,"[(34, 4), (258, 1), (265, 2), (22, 2)]",9,2023-02-15 09:33:04.588810916
Cust00035,2023-02-15 08:17:58.294710852,"[(21, 4), (73, 4), (127, 4)]",12,2023-02-15 09:34:58.294710852
