Order ID,Created Time,Order List,Total Item,Due Time
Cust00001,2023-02-15 08:00:01.549675682,"[(101, 1)]",1,2023-02-15 08:46:01.549675682
Cust00002,2023-02-15 08:00:26.254750650,"[(61, 1), (252, 2)]",3,2023-02-15 09:41:26.254750650
Cust00003,2023-02-15 08:00:27.846050539,"[(19, 4), (69, 2), (102, 3), (144, 1)]",10,2023-02-15 09:23:27.846050539
Cust00004,2023-02-15 08:00:52.679223026,"[(165, 1)]",1,2023-02-15 09:09:52.679223026
Cust00005,2023-02-15 08:01:10.836820091,"[(203, 2)]",2,2023-02-15 09:52:10.836820091
Cust00006,2023-02-15 08:01:17.372000524,"[(210, 4), (22, 4), (110, 2)]",10,2023-02-15 09:05:17.372000524
Cust00007,2023-02-15 08:01:43.806850787,"[(239, 4), (85, 2), (63, 2), (58, 1), (295, 4)]",13,2023-02-15 09:28:43.806850787
Cust00008,2023-02-15 08:01:54.610561084,"[(30, 1), (153, 1)]",2,2023-02-15 09:16:54.610561084
Cust00009,2023-02-15 08:01:55.270794500,"[(44, 1), (152, 1), (234, 4)]",6,2023-02-15 08:49:55.270794500
Cust00010,2023-02-15 08:02:04.231922160,"[(202, 1), (360, 10)]",11,2023-02-15 08:48:04.231922160
Cust00011,2023-02-15 08:02:21.937269034,"[(43, 1)]",1,2023-02-15 09:56:21.937269034
Cust00012,2023-02-15 08:02:33.968436939,"[(130, 2), (135, 1), (33, 1), (102, 2)]",6,2023-02-15 08:39:33.968436939
Cust00013,2023-02-15 08:02:52.450838874,"[(295, 2), (48, 2), (83, 2), (196, 3)]",9,2023-02-15 09:49:52.450838874
Cust00014,2023-02-15 08:03:15.726210599,"[(160, 3)]",3,2023-02-15 08:45:15.726210599
Cust00015,2023-02-15 08:03:27.737124315,"[(47, 1), (151, 3)]",4,2023-02-15 08:45:27.737124315
Cust00016,2023-02-15 08:03:40.121318856,"[(224, 3), (106, 1), (109, 4), (18, 4), (14, 3), (268, 2), (157, 3), (93, 4), (78, 4)]",28,2023-02-15 09:31:40.121318856
Cust00017,2023-02-15 08:03:46.009271291,"[(14, 2)]",2,2023-02-15 09:52:46.009271291
Cust00018,2023-02-15 08:03:55.452569253,"[(180, 1), (112, 3), (111, 1)]",5,2023-02-15 09:52:55.452569253
Cust00019,2023-02-15 08:04:04.432406896,"[(1, 4), (14, 2), (34, 1)]",7,2023-02-15 08:47:04.432406896
Cust00020,2023-02-15 08:04:21.087046254,"[(2, 4), (216, 4)]",8,2023-02-15 09:12:21.087046254
